"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
4.32644343679942e-23,194,1159,2.1020537376962,"GO:0035295 Tube development ","https://amigo.geneontology.org/amigo/term/GO:0035295"," Itga5  Col18a1  Pknox1  Amotl1  Vegfa  Vegfb  Eng  Itgav  Vegfc  Jcad  Amot  Rasip1  Kdr  Stat3  Epha2  Etv4  Ccn2  Ptch1  Spry2  Pdgfa  Abl1  Src  Pxn  Pbx1  Tcf4  Hk2  Sp1  Jup  Rin2  Klf4  Foxj2  Il12b  Hspb1  Hmox1  Hdac5  Met  Klhl3  Sash1  Plcg1  E2f2  Unc5b  Egfr  Nf1  Hif1a  Rgcc  Myh9  Hdac7  Emp2  Scrib  Adamts1  Nr4a1  Emilin2  Epas1  Cemip2  Lrp5  Rela  Itgb8  Hgs  Nrp2  Fn1  Atp2b4  Dab2ip  Notch1  Jag1  Il1b  Adam15  Sema4a  Ecm1  F3  Tnc  Slc4a2  Mthfr  Flt1  Foxp1  Plxnd1  Pde3b  Adm  Mecp2  Col4a1  Gab1  Adgrg1  Clmp  Ets1  Rora  Pik3cb  Ptgs2  Cxcl10  Epn1  Prkx  Igfbp7  Btg1  Ago2  Hspb6  Pml  Serpine1  Tgm2  Anpep  Pik3cd  Dag1  Thbs1  Prkd2  Zc3h12a  Shb  Wnk1  E2f8  Gja1  Klf2  Hipk2  Phactr4  Arg2  Notch2  Sec24b  Rarg  Cic  Cav1  Plcd3  Foxp4  C3  Pdgfrb  Ncor2  Wdr19  Rara  Prdm1  Chd7  Atxn1  Thra  Atxn1l  Spint2  Mapk7  Brpf1  Pnpla6  Zmiz1  Arid1a  Csf1  Notch4  Traf4  Vezf1  Tns3  Gna13  Pecam1  Tmem94  Zfp36l1  Edn1  Rb1  Abca3  Mapk8ip3  Brd2  Lox  Ltbp3  Maged1  Sufu  Ptprj  Epb41l5  Traf6  Fbn1  Bcl2l11  Il1a  Slc7a11  Tmem38b  Wasf2  Fosl2  Spp1  Egln1  Smarca4  Lzts2  Gatad2a  Plxnb2  Cul7  Hlx  Timeless  Ambra1  Mthfd1l  Kdm5b  Asxl1  Stk40  Id1  Fmn1  Setd2  Megf8  Hs6st1  Spata2  C2cd3  Sall2  Selenon  Prkcb  Ep300  Arhgap35  Rapgef2  Ceacam1  Ttbk2  Pik3r2  Sh2b3  Mical2  Cd24a"
8.054087430845e-24,283,2069,1.82353899699415,"GO:0009888 Tissue development ","https://amigo.geneontology.org/amigo/term/GO:0009888"," Col18a1  Fam20a  Dusp1  Eng  Dusp2  Sema4a  Ecm1  Sema4b  Sipa1l3  Dusp4  Dusp5  Ntng2  F11r  Runx2  Akna  Dag1  Sox5  Dipk2a  Phospho1  Selenon  Lamb2  Tmem119  Kdr  Phactr4  Usf3  Runx3  Lsr  Epha2  Id3  Etv4  Ccn2  Zfp36l1  Edn1  Ptch1  Rb1  Spry2  Vegfa  Flnb  Il6  Epb41l5  Notch1  Jag1  Src  Fosl2  Spp1  Pxn  Plxna1  Plxnd1  Dusp10  Il17rd  Inhba  Fzd1  Spred2  Basp1  Pbx1  Ceacam1  Zfp703  Pdgfb  Itga5  Col1a1  Tubb5  Dyrk1b  Tiam1  Foxj2  Met  Mrtfb  Klhl3  Vezf1  Egfr  Pecam1  Vcl  Rgcc  Bmp1  Tgm1  Sh3bp1  Scrib  Gsk3b  Pim1  Svil  Cpt1a  Lrp5  Itgb8  Klf7  Fn1  Col5a1  Abl1  Dab2ip  Itga4  Itgav  Il1b  Il1a  Nfatc2  Ncoa3  Slc7a11  Tnc  Mthfr  Ski  Foxp1  Mecp2  Col4a1  Kank2  Adamts7  Ptgs2  Alpk2  Cxcl10  Prkx  Btg1  Cnnm4  Serpine1  Vps13b  Ahdc1  Jarid2  Cul7  Rreb1  Pik3cd  Cdk6  Bcor  Fzd7  Kdm5b  Foxo1  Zfp36  Megf8  Fam83h  Trim16  Sorl1  Sgms2  Gja1  Ezr  Cnn3  Cebpb  Bcl9l  Myadm  Syne1  Pias4  Arg2  Pdgfrb  Notch2  Gpc1  Timeless  Sec24b  Rarg  Mef2d  Nf1  Lats2  Ets2  Cdkn1a  Foxp4  C3  Lox  Nab2  Hdac4  Ncor2  Wdr19  Rara  Bcl9  Sfn  Frmd6  Ep300  Thra  Spint2  Acvr1b  Brpf1  Ppard  Klf4  Glg1  Insr  Bbs1  Cav1  Arid1a  Ptprs  Csf1  Notch4  Adamtsl4  Cntnap1  Kdm6b  Atp2b1  Arid5b  Btg2  Gna13  Tmem94  Ctc1  Hif1a  Fos  Ero1a  Zfat  Myh9  Emp2  Plec  Arc  Nr4a1  Birc6  Epas1  Brd2  Jak2  Rela  Ltbp3  Maged1  Sufu  Gaa  Pdgfa  Nrp2  Traf6  Stard7  Adam15  Ash1l  Iqgap3  Tmem38b  Hivep3  Slc9a1  Ube4b  Dgat2  Adm  Vegfc  Gab1  Egln1  Nectin1  Carm1  Smarca4  Triobp  Spg11  Sik3  Chst11  Sidt2  Lzts2  Nfkbiz  Sbno2  Cd276  Gatad2a  Gpi1  Plxnb2  Pml  Tgm2  Prdm1  Hlx  Bptf  Ambra1  Mthfd1l  Sh3pxd2b  Ppp1r13l  Trim62  Chd7  Asxl1  Safb2  Id1  Fmn1  Rasip1  Setd2  E2f8  C2cd3  Pygo2  Zfp689  Zfp219  Sall2  Zfpm1  Orai1  Maml1  Flrt3  Socs3  Klf2  Palld  Arhgap35  Zfp516  Numa1  Ttbk2  Fignl2  Csf1r  Men1  Trpm4  Plaur  Rhoc  Rab10  Olfm1  Iqgap1  Mical2  Cd24a  Rapgef2  Ncoa2  Ncoa1  Zbtb7a  Bltp1  Hdac7  Myl6b  Ankrd17"
1.32314594797632e-32,377,2737,1.81214492240515,"GO:0009653 Anatomical structure morphogenesis ","https://amigo.geneontology.org/amigo/term/GO:0009653"," Itga5  Col18a1  Flii  Aplp1  Pknox1  Amotl1  Unc5b  Cyfip2  Cdkl3  Fam20a  Rb1  Myo10  Vegfa  Dusp1  Nedd4l  Vegfb  Nrp2  Eng  Notch1  Itgav  Fbn1  Dusp2  Sema4a  Draxin  Plxna1  Plxnd1  Sema4b  Sipa1l3  Vegfc  Dusp4  Spg11  Jcad  Dbn1  Dusp5  Ntng2  Ankrd11  Plxnb2  Lzts3  Adgrg6  Dag1  Chd7  Cdc42ep4  Amot  Asxl1  Trim46  Rasip1  Nyap1  Cdc42ep2  Ezr  Pbx1  Lamb2  Tanc2  Fmnl1  Fry  Arhgap35  Taok2  Taok3  Nectin2  Kdr  Brwd3  Myadm  Fryl  Rhog  Ccl3  Stat3  Epha2  Etv4  Ccn2  Gna13  Dlg4  Edn1  Ptch1  Spry2  Gsk3b  Rhoq  Il6  Pdgfa  Fn1  Epb41l5  Olfm1  Abl1  Pxn  Mki67  Palm  Lpar1  Inhba  Sipa1l1  Tcf4  Cebpb  Syngap1  Hk2  Mapk7  Sp1  Col1a1  Jup  Rin2  Tiam1  Klf4  Foxj2  Il12b  Arhgef18  Hspb1  Hmox1  Insr  Hdac5  Met  Klhl3  Strip1  Sash1  Plcg1  Cntnap1  E2f2  Egfr  Adora2a  Sptbn1  Nf1  Hif1a  Vcl  Rgcc  Ctnnd2  Sh3bp1  Parvb  Myh9  Hdac7  Emp2  Scrib  Arc  Adamts1  Nr4a1  Pim1  Emilin2  Epas1  Diaph1  Afg3l2  Csf1r  Cemip2  Lrp5  Rela  Huwe1  Ptprj  Itgb8  Hgs  Atp2b4  Col5a1  Dab2ip  Itga4  Jag1  Slc23a2  Il1b  Src  Notch2  Adam15  Ecm1  F3  Tnc  Dock7  Mthfr  Ulk1  Flt1  Foxp1  Iqgap1  Pde3b  Adm  Hdac6  L1cam  Mecp2  Col4a1  Gab1  Adgrg1  Nectin1  Ets1  Rora  Pik3cb  Ptgs2  Trak1  Inppl1  Alpk2  Szt2  Unc13a  Cxcl10  Epn1  Prkx  Igfbp7  Lrrk2  Btg1  Ago2  Hspb6  Pml  Serpine1  Ahdc1  Ctnna1  Tgm2  F11r  Cul7  Golga4  Anpep  Rreb1  Pik3cd  Thbs1  Bcor  Fzd7  Prkd2  Mbp  Ssh1  Itga1  Zc3h12a  Foxo1  Shb  Megf8  Wnk1  E2f8  Zfpm1  Prag1  Gja1  Flrt3  Prkcb  Sh3pxd2a  Syne3  Klf2  Nbeal2  Palld  Hipk2  Bcl9l  Phactr4  Syne1  Id3  Timeless  Zfp219  Sec24b  Rarg  Mef2d  Braf  Dvl3  Cav1  Pcgf2  Ncoa1  Plcd3  Lats2  Bcl6  Ets2  Lims2  Pdgfrb  Nab2  Pou2f1  Bcl2l11  Tnfrsf1b  Apbb2  Ncor2  Furin  Smarca4  Rara  Prdm1  Runx2  Zfp335  Fzd1  Frmd6  Foxo3  Ep300  Spint2  Zfp385a  Brpf1  Mov10  Dyrk1b  Glg1  Pnpla6  Wwox  Nes  Bbs1  Zmiz1  Arid1a  Hipk1  Ptprs  Csf1  Notch4  Vezf1  Kdm6b  Scn1b  Arid5b  Dip2a  Pecam1  Zfp36l1  Plec  Foxp4  Epb41l3  Mapk8ip3  C3  Rfx2  Brd2  Lox  Ltbp3  Men1  Mxi1  Maged1  Sufu  Flnb  Gaa  Klf7  Raph1  Dst  Stxbp1  Traf6  Il1a  Nfatc2  Ash1l  Plpp3  Wasf2  Ube4b  Fosl2  Wasl  Tsc22d4  Egln1  Carm1  Csrnp1  Triobp  Atg9a  Rbfox2  Foxn3  Sik3  Chst11  Cacna1a  Sidt2  Tanc1  Lzts2  Mboat7  Sbno2  Gatad2a  Gpi1  Cnnm4  Vps13b  Wdr19  Acd  Socs7  Herc1  Hlx  Rere  Mthfd1l  Sh3pxd2b  Ppp1r13l  Tet2  Zfp281  Sox5  Kdm5b  Stk40  Id1  Fmn1  Setd2  Hs6st1  Tshz1  Dync2h1  C2cd3  Phospho1  Socs3  Bcl3  Prx  Tmem119  Nfic  Thra  Rapgef2  Numbl  Runx3  Ceacam1  Ehd2  Ttbk2  Fignl2  Llgl1  Rab10  Trak2  Pik3r2  Gpc1  Lmtk2  Agrn  Sh2b3  Ceacam2  Rhoc  Mical2  Jam2  Stxbp5"
1.83798598319622e-26,365,2616,1.71722544687978,"GO:0050793 Reg. of developmental proc. ","https://amigo.geneontology.org/amigo/term/GO:0050793"," Csf1  Ccn2  Cdkl3  Lats2  Myo10  Bcl6  Vegfa  Nedd4l  Vegfb  Inpp5d  Notch2  Ecm1  Tnfrsf1b  Plxna1  Bhlhe40  Plxnd1  Bhlhe41  Vegfc  Wwc2  Dbn1  Gdpd5  Tnfsf9  Plxnb2  Lzts3  Mturn  Csf3  Runx2  Zfp335  Zfhx2  Ppp1r13l  Sox5  Cdc42ep4  Rnf10  Il27  Cdc42ep2  Ezr  Tanc2  Tmem119  Fmnl1  Cebpb  Arhgap35  Kdr  Numbl  Brwd3  Usf3  Runx3  Rhog  Abcg1  Ccl3  Braf  Klf4  Stat3  Epha2  Cntnap1  Socs2  Gna13  Zfp36l1  Fos  Spry2  Rhoq  Brd2  Men1  Il6  Fn1  Olfm1  Notch1  Fbn1  Jag1  Rbm38  Sema4a  Draxin  Fosl2  Rbfox2  Palm  Mbnl3  Lpar1  Dusp10  Clcf1  Il17rd  Asxl1  Zc3h12a  Sipa1l1  Zfp36  Spred2  Zfp36l2  Zfpm1  Flrt3  Socs3  Tcf4  Syngap1  Sort1  Map3k5  Ceacam1  Zfp703  Tfe3  Pdgfb  Acvr1b  Itga5  Hk2  Sp1  Rarg  Col1a1  Jup  Rin2  Tiam1  Axl  Foxj2  Dvl3  Dnmt1  Il12b  Arhgef18  Hspb1  Hmox1  Insr  Hdac5  Mrtfb  Piezo1  Strip1  Sash1  Notch4  Plcg1  Etv4  Vezf1  E2f2  Egfr  Fstl3  Nf1  Hif1a  Edn1  Ptch1  Vcl  Rgcc  Bmp1  Parvb  Myh9  Hdac7  Emp2  Arc  Gsk3b  Adamts1  Runx1  Pim1  Emilin2  Crim1  Lta  Diaph1  Csf1r  Jak2  Lrp5  Rela  Ltbp3  Huwe1  Itgb8  Hgs  Klf7  Map4k4  Cdk18  Atp2b4  Col5a1  Abl1  Dab2ip  Itgav  Traf6  Slc23a2  Il1b  Il1a  Nfatc2  Src  Ncoa3  F3  Adgrl2  Ski  Flt1  Foxp1  Iqgap1  Pde3b  Hdac6  Mecp2  Atp11a  Gab1  Ets1  Carm1  Adamts7  Pik3cb  Trak1  Alpk2  Nfatc1  Unc13a  Cxcl10  Epn1  Prkx  Zhx3  Lrrk2  Btg1  Ago2  Hspb6  Pml  Wdr62  Serpine1  Xkr8  Tgm2  Rara  Igsf9  F11r  Jarid2  Cul7  Golga4  Zfhx3  Rreb1  Sart1  Prex1  Zmynd8  Pik3cd  Dag1  Thbs1  Cdk6  Bcor  Ambra1  Spen  Fzd7  Iqsec2  Prkd2  Inhba  Camsap2  Amot  Trim46  Fzd1  Wnk1  Trim16  Foxo3  Sorl1  Prag1  Maml1  Phospho1  Sgms2  Gja1  Nlgn2  Prkcb  Syne3  Ep300  Klf2  Taok2  Hipk2  Bcl9l  Fignl2  Syne1  Gpc1  Id3  Rb1  Foxp4  Nab2  Hdac4  Eng  Ctnna1  Hlx  Id1  Pbx1  Pde5a  Jund  Zfp385a  Mapk7  Sec24b  Mov10  Ppard  Cdk12  Glg1  Hap1  Lrrc8a  Cav1  Zmiz1  Gprc5b  Ptprs  Atp2b1  Kremen1  Btg2  Ncoa1  Nr1d1  Zc3h13  Cdkn1a  Noct  Brd4  Epb41l3  C3  Afg3l2  Lox  Maged1  Pdgfa  Slc45a3  Atrn  Rasgrp1  Bcl2l11  Zbtb7b  Iqgap3  Ncor2  Pxn  Adm  Egln1  Smarca4  Rora  Ptgs2  Oas2  Nlrp3  Senp1  Jcad  Cacna1a  Nfkbiz  Ntng2  Cd276  Rcor1  Prdm1  Itpkb  Kat7  Eeig1  Cdk5rap2  Sh3pxd2b  Ino80d  Trim62  Ripk2  Chd7  Cdk13  Agrn  Kdm5b  Setd1a  Foxo1  Shb  Megf8  Atxn1  Cd24a  Sfn  Gpr68  Zfp219  Klf13  Jam2  Ankrd17  Tlcd3b  Kmt5c  Rapgef2  Numa1  Ehd2  Crtc1  Atn1  Dlg4  Pdlim7  Mapk8ip3  Trak2  Iqsec1  Zbtb7a  Trpm4  Mbp  Sh2b3  Clip1  Cemip2  Brpf1  Ncoa2  Arid1a  Chd3  Sap130  Gatad2a  Bicral  Gatad2b  Lamb2  Chd4  Bicra  Zfp609  Zfp608"
5.27867614381415e-35,522,4058,1.63823855755895,"GO:0048731 System development ","https://amigo.geneontology.org/amigo/term/GO:0048731"," Gna13  Acvr1b  Itga5  Lsr  Col18a1  Col1a1  Axl  Aplp1  Pknox1  Hap1  Nav1  Git1  Amotl1  Glis2  Unc5b  Egfr  Cyfip2  Cdkl3  Rtn1  Pdlim7  Rb1  Gsk3b  Vegfa  Zfp523  Nedd4l  Lrp5  Vegfb  Nrp2  Trak2  Fn1  Eng  Notch1  Itgav  Notch2  Sema4a  Gba2  Tnfrsf1b  Draxin  Plxna1  Bhlhe40  Plxnd1  Bhlhe41  Sema4b  Tacc2  Cdk16  Vegfc  Map4  Trak1  Spg11  Rbfox2  Igf2bp2  Jcad  Dbn1  Gdpd5  Ntng2  Plxnb2  Lzts3  Lpar1  Adgrg6  Runx2  Akna  Zfp335  Dag1  Zfhx2  Chd7  Sox5  Mbp  Amot  Rnf10  Trim46  2510009E07Rik  Marveld1  Rasip1  Nyap1  Dipk2a  Atxn1  Pygo2  Marcksl1  Zfpm1  Phospho1  Gja1  Nlgn2  Pbx1  Lamb2  Prx  Tanc2  Fry  Arhgap35  Taok2  Taok3  Kdr  Numbl  Tacc1  Runx3  Fryl  Ccl3  Braf  Stat3  Nes  Epha2  Gprc5b  Ptprs  Cntnap1  Pigt  Ccn2  Socs2  Dlg4  Edn1  Ptch1  Spry2  Bcl6  Diaph1  Il6  Pdgfa  Olfm1  Abl1  Fbn1  Il1b  Src  Fosl2  Herc2  Mki67  Mecp2  Smarca4  Rasgrf1  Inpp5j  Palm  Lrrk2  Clcf1  Sipa1l1  Fzd1  Spred2  Basp1  Cd24a  Flrt3  Tcf4  Actn4  Cebpb  Zdhhc8  Syngap1  Pdgfb  Hnrnpd  Hk2  Sp1  Rarg  Mef2d  Jup  Rin2  Tiam1  Klf4  Foxj2  Dnmt1  Il12b  Ndrg2  Hspb1  Sh2b2  Hmox1  Insr  Zmiz1  Id3  Arid1a  Hdac5  Klhl3  Csf1  Sash1  Zdhhc12  Pls3  Plcg1  Kdm6b  E2f2  Crybg1  Adora2a  Dip2a  Sptbn1  Havcr2  Btg2  Ncoa1  Nf1  Pecam1  Per1  Hif1a  Fos  Rgcc  Bmp1  Acod1  Ctnnd2  Myh9  Hdac7  Emp2  Scrib  Arc  B3gnt5  Crybg3  Adamts1  Nr4a1  Abcc1  Pim1  Emilin2  Epas1  Lta  Afg3l2  Cemip2  Jak2  Cpt1a  Rela  Rfng  Itgb8  Hgs  Map4k4  Cdk18  Atp2b4  Col5a1  Dab2ip  Itga4  Cers6  Jag1  Slc23a2  Il1a  Nfatc2  Slc7a11  Serpini1  Adam15  Ecm1  F3  Adgrl2  Tnc  Dock7  Slc2a1  Slc4a2  Mthfr  Ski  Pcdh7  Ncor2  Ulk1  Flt1  Foxp1  Mark4  Iqgap1  Lrfn1  Pde3b  Disp1  Adm  Hdac6  L1cam  Col4a1  Gab1  Phlpp2  Adgrg1  Nectin1  Clmp  Ets1  Carm1  Kank2  Rora  Adamts7  Pik3cb  Ptgs2  Nckipsd  Inppl1  Alpk2  Nfatc1  Senp1  Szt2  Irf2bpl  Cbl  Unc13a  Cxcl10  Epn1  Ankrd11  Prkx  Dennd5a  Igfbp7  Btg1  Ago2  Hspb6  Pml  Wdr62  Syn1  Serpine1  Vps13b  Ctnna1  Tgm2  Rara  Igsf9  Jarid2  Cul7  Golga4  Zfhx3  Anpep  Dusp10  Prex1  Zmynd8  Rapgef1  Thbs1  Cdk6  Bcor  Bptf  Ambra1  Sh3pxd2b  Spen  Fzd7  Iqsec2  Prkd2  Inhba  Camsap2  Kdm5b  Fbxo38  Itga1  Zc3h12a  Setx  Shb  Megf8  Hs6st1  Wnk1  E2f8  Trappc9  Kcna3  Foxo3  Prag1  Ercc6  Rnd1  Ep300  Klf2  Per2  Palld  Mamld1  Ap2a1  Hipk2  Rapgef2  Chd4  mt-Co1  mt-Nd4  Phactr4  Shroom4  Rhog  Fignl2  Syne1  Pias4  Arg2  Pdgfrb  Sec24b  Kmt2a  Dvl3  Msh6  Cic  Cav1  Pcgf2  Scn1b  Plcd3  Vcl  Foxp4  C3  Lims2  Csf1r  Nab2  Pou2f1  Bcl2l11  Apbb2  Wdr19  Prdm1  Mrtfa  Id1  Dync2h1  Thra  Atxn1l  Pgap1  Spint2  Atf7  Mapk7  Brpf1  Mov10  Ppard  Glg1  Gys1  Atn1  Pnpla6  Wwox  Ndrg1  Kmt2b  Bbs1  Hipk1  Notch4  Etv4  Vezf1  Sp2  Arid5b  Kremen1  Tns3  Limk2  Tmem94  Nr1d1  Ctc1  Zfp36l1  Plec  Cdkn1a  Epb41l3  Abca3  Mapk8ip3  Kdm4b  Anks1  Brd2  Lox  Fosl1  Ltbp3  Men1  Maged1  Sufu  Ptprj  Gaa  Klf7  Raph1  Dst  Hdac4  Epb41l5  Slc45a3  Stxbp1  Traf6  Atrn  Ash1l  Tal2  Tmem38b  Plpp3  Slc9a1  Wasf2  Ube4b  Stap1  Spp1  Pxn  Wasl  Tsc22d4  Etv6  Gipr  Sipa1l3  Egln1  Csrnp1  Micall1  Triobp  Atg9a  Stk36  Foxn3  Sik3  Setd5  Iqsec1  Chst11  Cacna1a  Sidt2  Lzts2  Nfkbiz  Mboat7  Gatad2a  Ndrg4  Micall2  Xkr8  Acd  Socs7  Herc1  Lsm14b  Cdk5rap2  Hlx  Epg5  Rere  Pik3cd  Timeless  Zfp609  Mthfd1l  Ppp1r13l  Tet2  Agrn  Setd1a  Sun2  Asxl1  Stk40  Safb2  Fmn1  Foxo1  Phlpp1  Setd2  Adamts6  Spata2  C2cd3  Gpr68  Zfp219  Sorl1  Sall2  Maml1  Selenon  Prkcb  Jam2  Socs3  Bcl3  Tmem119  Ankrd17  Zzef1  Osm  Kmt5c  Ceacam1  Prkcg  Ttbk2  Fancf  Crtc1  Arrb1  Ddit4  Llgl1  Kif3c  Rab10  Cxcl5  Pik3r2  Gpc1  Lmtk2  Sh2b3  Plaur  Clip1  Ceacam2  Fnbp1  Dym  Cep85  Mturn  Mical2  Icosl  Zbtb7a  Stxbp5  Prokr1"
9.36557321681035e-24,386,3173,1.63283792906476,"GO:0048513 Animal organ development ","https://amigo.geneontology.org/amigo/term/GO:0048513"," Col18a1  Col1a1  Git1  Fam20a  Rtn1  Pdlim7  Spry2  Fn1  Eng  Sema4a  Ecm1  Draxin  Sema4b  Tacc2  Ntng2  Adgrg6  Runx2  Akna  Zfp335  Dag1  Chd7  Sox5  Asxl1  Dipk2a  Pygo2  Zfpm1  Phospho1  Gja1  Selenon  Pbx1  Lamb2  Tmem119  Tacc1  Phactr4  Usf3  Runx3  Lsr  Epha2  Mapkapk2  Etv4  Ccn2  Edn1  Rb1  Lrp10  Vegfa  Flnb  Il6  Notch1  Fbn1  Fosl2  Spp1  Plxna1  Plxnd1  Mki67  Igfbp7  Il17rd  Sh2b3  Spred2  Basp1  Actn4  Cebpb  Zfp703  Pdgfb  Hnrnpd  Hk2  Mef2d  Dyrk1b  Tiam1  Axl  Insr  Zmiz1  Id3  Met  Mrtfb  Klhl3  Pls3  Kdm6b  Crybg1  Egfr  Ncoa1  Pecam1  Per1  Zfp36l1  Fos  Ptch1  Rgcc  Bmp1  Tgm1  Crybg3  Gsk3b  Pim1  Svil  Pdgfrb  Csf1r  Cpt1a  Lrp5  Itgb8  Pdgfa  Klf7  Atp2b4  Col5a1  Abl1  Dab2ip  Jag1  Il1b  Il1a  Nfatc2  Src  Ncoa3  Slc7a11  Notch2  Adam15  Tnc  Slc2a1  Ski  Ncor2  Flt1  Foxp1  Disp1  Adm  Mecp2  Col4a1  Phlpp2  Adgrg1  Smarca4  Kank2  Adamts7  Ptgs2  Inppl1  Alpk2  Szt2  Cbl  Ankrd11  Prkx  Lrrk2  Wdr62  Cnnm4  Serpine1  Zbtb42  Vps13b  Ahdc1  Ctnna1  Rara  Jarid2  Cul7  Lpar1  Rreb1  Cdk6  Bcor  Bptf  Zfp609  Sh3pxd2b  Fzd7  Inhba  Kdm5b  Foxo1  Zfp36  Megf8  Fam83h  Trim16  Trappc9  Kcna3  Sorl1  Sgms2  Prkcb  Per2  Foxk1  Mamld1  Bcl9l  mt-Co1  mt-Co2  mt-Nd4  Shroom4  Chd2  Syne1  Pias4  Arg2  Gpc1  Sec24b  Sp1  Rarg  Kmt2a  Braf  Dvl3  Cic  Aplp1  Pcgf2  Socs2  Nf1  Plcd3  Hif1a  Lats2  Scrib  Cdkn1a  Foxp4  Epas1  Lims2  Nab2  Nrp2  Hdac4  Pou2f1  Bcl2l11  Tnfrsf1b  Epn1  Bcl9  Mrtfa  Id1  Fzd1  Atxn1  Sfn  Foxo3  Thra  Hipk2  Kdr  Atxn1l  Pgap1  Spint2  Atf7  Acvr1b  Jup  Ppard  Klf4  Glg1  Gys1  Stat3  Atn1  Pnpla6  Wwox  Kmt2b  Bbs1  Pknox1  Hap1  Cav1  Arid1a  Hipk1  Ptprs  Glis2  Map3k4  Csf1  Cntnap1  Traf4  Sp2  Atp2b1  Arid5b  Tns3  Btg2  Limk2  Tmem94  Ctc1  Ero1a  Zfat  Emp2  Plec  Adamts1  Nr4a1  Birc6  Abca3  Mapk8ip3  Kdm4b  Lta  Diaph1  Lox  Jak2  Fosl1  Rela  Ltbp3  Men1  Vegfb  Maged1  Sufu  Ptprj  Gaa  Epb41l5  Traf6  Atrn  Stard7  Zbtb7b  Ash1l  Iqgap3  Tal2  Tmem38b  Hivep3  Slc9a1  Ube4b  Gipr  Sipa1l3  Dgat2  Vegfc  Gab1  Egln1  Nectin1  Carm1  Rora  Csrnp1  Oas2  Triobp  Atg9a  Stk36  Spg11  Rbfox2  Foxn3  Sik3  Chst11  Cacna1a  Sidt2  Gdpd5  Lzts2  Nfkbiz  Mboat7  Sbno2  Cd276  Ndrg4  Plxnb2  Pml  Tgm2  Wdr19  Prdm1  Socs7  Herc1  Lsm14b  Cdk5rap2  Hlx  Rere  Timeless  Mthfd1l  Ppp1r13l  Tet2  Trim62  Setd1a  Sun2  Stk40  Safb2  Fmn1  Setd2  Hs6st1  Wnk1  Adamts6  E2f8  Tshz1  Spata2  Dync2h1  C2cd3  Gpr68  Zfp689  Zfp219  Orai1  Maml1  Flrt3  Socs3  Bcl3  Ep300  Nfic  Klf2  Palld  Arhgap35  Zfp516  Slc27a4  Rapgef2  Numbl  Numa1  Ceacam1  Ttbk2  Fancf  Hmox1  Arrb1  Ddit4  Myh9  Cxcl5  Trpm4  Plaur  Ceacam2  Nes  Olfm1  Iqgap1  Dym  Mical2  Cd24a  Sall2  Ncoa2  Itgav  Zbtb7a  Bltp1  Llgl1  Hdac7  Myl6b  Prokr1"
