gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation,gene_id_clean
ENSMUSG00000029449.12,NA,625.5911544672983,1.29100501690487,0.06957281136898902,18.556171462697495,7.270501823590604e-77,1.236421540119818e-72,UP,ENSMUSG00000029449
ENSMUSG00000036959.16,NA,479.7932377005604,1.8348459621393964,0.11437111200744698,16.04291442073174,6.407549210194045e-58,5.448339093427997e-54,UP,ENSMUSG00000036959
ENSMUSG00000026797.17,NA,1545.8178747349612,1.2141025390663123,0.07605518027991359,15.96344305013712,2.2970237262889926e-57,1.302106182975687e-53,UP,ENSMUSG00000026797
ENSMUSG00000038963.16,NA,640.58170619147,2.001014065908767,0.12683385368832195,15.776655898400787,4.504283164282156e-56,1.914995987294559e-52,UP,ENSMUSG00000038963
ENSMUSG00000031959.16,NA,909.6351247537069,0.9144121002241637,0.058752099323679474,15.563905132758697,1.2804239842978853e-54,3.629148379494973e-51,UP,ENSMUSG00000031959
ENSMUSG00000043157.9,Arl11,2399.06143913261,-0.9211970923922559,0.05915469849445208,-15.572678347412282,1.1163320121355524e-54,3.629148379494973e-51,DOWN,ENSMUSG00000043157
ENSMUSG00000015944.10,NA,1303.7484146626734,1.6998591173836675,0.11179781891985589,15.204761003452486,3.288286330763334e-52,7.988656762994466e-49,UP,ENSMUSG00000015944
ENSMUSG00000096210.3,H1f0,1549.49658888753,-1.127959329376162,0.07425904175152266,-15.18952174403777,4.149359590093117e-52,8.820501148640444e-49,DOWN,ENSMUSG00000096210
ENSMUSG00000024947.18,NA,1586.5231999146408,1.0136001610632002,0.06712751849181543,15.099622089959784,1.6286413423229604e-51,3.0774082963938075e-48,UP,ENSMUSG00000024947
ENSMUSG00000007033.5,Hspa1l,373.950243664063,1.1918466886397685,0.07939624109267253,15.01137424438805,6.185280257372171e-51,1.0518687605687113e-47,UP,ENSMUSG00000007033
ENSMUSG00000018537.17,NA,285.65910224322886,1.6032863733803893,0.10709287091706085,14.970990689212828,1.136160770813732e-50,1.7565045516780296e-47,UP,ENSMUSG00000018537
ENSMUSG00000055531.13,NA,1451.1149423332945,0.8998305066207862,0.06113921443425076,14.717730918647407,4.960264688679601e-49,7.029521774640441e-46,UP,ENSMUSG00000055531
ENSMUSG00000033059.8,Pygb,2424.7942736839204,0.953207306068459,0.06660629951838107,14.311068366820264,1.8662411644367182e-46,2.4413305571085255e-43,UP,ENSMUSG00000033059
ENSMUSG00000120697.2,Gm36496,162.30509843994048,-1.9917236057398215,0.14088920401696511,-14.136807852928099,2.252735256301964e-45,2.7364296977622287e-42,DOWN,ENSMUSG00000120697
ENSMUSG00000072825.13,NA,725.1245045507984,1.6230484300119563,0.11534338396165467,14.071448003914387,5.689244480516613e-45,6.450086109044368e-42,UP,ENSMUSG00000072825
ENSMUSG00000020171.9,Yeats4,1091.4418809864978,-1.0463550998269013,0.07491575939076568,-13.967089279160104,2.4753837959180214e-44,2.631023552086367e-41,DOWN,ENSMUSG00000020171
ENSMUSG00000023079.15,NA,418.3236737103645,1.301502522480758,0.0952129203044745,13.669389808849234,1.54686859778047e-42,1.547414551403216e-39,UP,ENSMUSG00000023079
ENSMUSG00000036825.13,NA,490.02374330414153,0.9511398942251031,0.07112541438783405,13.372714976937903,8.729536525537982e-41,8.247472119627718e-38,UP,ENSMUSG00000036825
ENSMUSG00000022822.18,NA,5894.678178702818,1.0263822886919056,0.07683543294406724,13.358189696660734,1.0611349730300317e-40,9.497716500709851e-38,UP,ENSMUSG00000022822
ENSMUSG00000044600.15,NA,3570.6933803870143,-0.814034751440306,0.06165977062703956,-13.202039890225096,8.53909474897805e-40,7.260792265056035e-37,DOWN,ENSMUSG00000044600
ENSMUSG00000018217.13,NA,12892.17687141973,-0.4961761943679417,0.03772199483540503,-13.153498284832,1.6247960893182565e-39,1.3157753473783938e-36,NO,ENSMUSG00000018217
ENSMUSG00000010751.16,NA,432.561067518591,1.4541740535871048,0.1120360789419498,12.979515771348696,1.5988821132752354e-38,1.2359358735617568e-35,UP,ENSMUSG00000010751
ENSMUSG00000008604.12,NA,940.6448501814921,0.8707636582709916,0.06710539934933187,12.97605955279456,1.672671454822108e-38,1.2367587287262944e-35,UP,ENSMUSG00000008604
ENSMUSG00000039157.13,NA,581.7936929387818,1.4476824930427836,0.11192646316328589,12.934228886789771,2.8850315670930504e-38,2.044285284582684e-35,UP,ENSMUSG00000039157
ENSMUSG00000000552.11,NA,1965.4112972605958,1.1801051566754763,0.09245373277735937,12.764278101321482,2.5954569463389333e-37,1.765533633177596e-34,UP,ENSMUSG00000000552
ENSMUSG00000089715.13,NA,355.2858974133607,1.3862927705106725,0.10895626084018892,12.723387897314234,4.384303600459357e-37,2.867671808823532e-34,UP,ENSMUSG00000089715
ENSMUSG00000025153.10,NA,1044.1083706158354,1.8170138809840144,0.1432597157072841,12.683355345313082,7.31328546826256e-37,4.606286395306411e-34,UP,ENSMUSG00000025153
ENSMUSG00000066440.6,Zfyve26,1102.9343286830651,1.681584284834096,0.1329542812655944,12.647838556435058,1.1499507756899157e-36,6.984308175493824e-34,UP,ENSMUSG00000066440
ENSMUSG00000038893.13,NA,296.0918476664878,1.7260312115362677,0.13684441128874947,12.613092455008951,1.7883548073641992e-36,1.0487159260012266e-33,UP,ENSMUSG00000038893
ENSMUSG00000016757.12,NA,943.0844634255712,0.9105583437138941,0.07258923240890432,12.543986394353972,4.288667301504569e-36,2.4311025376462234e-33,UP,ENSMUSG00000016757
ENSMUSG00000023087.17,NA,477.26853188378954,1.1814251403131293,0.09424162966933447,12.536128083293919,4.73574300373389e-36,2.5979369523064045e-33,UP,ENSMUSG00000023087
ENSMUSG00000035356.18,NA,3313.4424997376827,0.9514485952369661,0.0761081021713964,12.501278682449499,7.346009857298933e-36,3.903945113538302e-33,UP,ENSMUSG00000035356
ENSMUSG00000033009.16,NA,669.621319295442,0.8115664943080364,0.06495506589520438,12.494275590719619,8.022368964646703e-36,4.134194139781268e-33,UP,ENSMUSG00000033009
ENSMUSG00000021466.13,NA,380.57782090551626,1.8470634867093914,0.14790167677519364,12.488455350758974,8.631313166065604e-36,4.3171797559444606e-33,UP,ENSMUSG00000021466
ENSMUSG00000094103.3,Fam177a2,2987.3032362930603,0.5028054410846376,0.04038635453374676,12.449884296055847,1.4004804307825305e-35,6.804734344539347e-33,UP,ENSMUSG00000094103
ENSMUSG00000070738.11,NA,3495.141750991409,1.0150928867250872,0.08159127248581416,12.441194453752098,1.5615120409332538e-35,7.37640938003081e-33,UP,ENSMUSG00000070738
ENSMUSG00000039414.11,NA,1063.959078741509,1.2871539284878581,0.10352980777396738,12.432689253109128,1.7369115956335826e-35,7.983221241985055e-33,UP,ENSMUSG00000039414
ENSMUSG00000066152.12,NA,5968.360346065207,-0.7680338213833922,0.06188550511927406,-12.410560758987652,2.290429878758594e-35,1.0250276452149645e-32,DOWN,ENSMUSG00000066152
ENSMUSG00000031563.9,Wwc2,544.7209077109196,1.1901105339088174,0.09607992471354722,12.386672215418717,3.0858490321892517e-35,1.345588426702831e-32,UP,ENSMUSG00000031563
ENSMUSG00000026984.5,Il36a,142.9088705972516,-1.2564037416387732,0.1015840996336416,-12.368114165208294,3.8884378792596365e-35,1.6531693643672345e-32,DOWN,ENSMUSG00000026984
