gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation,gene_id_clean,contrast,gene_name_gtf,gene_type,gene_name_final,regulation_strict
ENSMUSG00000029449.12,NA,625.5911544672983,1.29100501690487,0.06957281136898902,18.556171462697495,7.270501823590604e-77,1.236421540119818e-72,UP,ENSMUSG00000029449,Lac_8h_vs_M1_8h,Rhof,protein_coding,Rhof,UP
ENSMUSG00000036959.16,NA,479.7932377005604,1.8348459621393964,0.11437111200744698,16.04291442073174,6.407549210194045e-58,5.448339093427997e-54,UP,ENSMUSG00000036959,Lac_8h_vs_M1_8h,Bcorl1,protein_coding,Bcorl1,UP
ENSMUSG00000026797.17,NA,1545.8178747349612,1.2141025390663125,0.07605518027991359,15.96344305013712,2.297023726288993e-57,1.302106182975687e-53,UP,ENSMUSG00000026797,Lac_8h_vs_M1_8h,Stxbp1,protein_coding,Stxbp1,UP
ENSMUSG00000038963.16,NA,640.58170619147,2.001014065908767,0.12683385368832195,15.776655898400788,4.504283164282156e-56,1.9149959872945592e-52,UP,ENSMUSG00000038963,Lac_8h_vs_M1_8h,Slco4a1,protein_coding,Slco4a1,UP
ENSMUSG00000031959.16,NA,909.6351247537068,0.9144121002241636,0.05875209932367947,15.563905132758697,1.2804239842978851e-54,3.629148379494973e-51,UP,ENSMUSG00000031959,Lac_8h_vs_M1_8h,Wdr59,protein_coding,Wdr59,UP
ENSMUSG00000043157.9,Arl11,2399.06143913261,-0.921197092392256,0.05915469849445208,-15.572678347412282,1.1163320121355524e-54,3.629148379494973e-51,DOWN,ENSMUSG00000043157,Lac_8h_vs_M1_8h,Arl11,protein_coding,Arl11,DOWN
ENSMUSG00000015944.10,NA,1303.7484146626734,1.6998591173836677,0.11179781891985588,15.204761003452486,3.288286330763334e-52,7.988656762994466e-49,UP,ENSMUSG00000015944,Lac_8h_vs_M1_8h,Castor2,protein_coding,Castor2,UP
ENSMUSG00000096210.3,H1f0,1549.49658888753,-1.127959329376162,0.07425904175152266,-15.18952174403777,4.149359590093117e-52,8.820501148640444e-49,DOWN,ENSMUSG00000096210,Lac_8h_vs_M1_8h,H1f0,protein_coding,H1f0,DOWN
ENSMUSG00000024947.18,NA,1586.5231999146408,1.0136001610632002,0.06712751849181543,15.099622089959784,1.6286413423229604e-51,3.0774082963938075e-48,UP,ENSMUSG00000024947,Lac_8h_vs_M1_8h,Men1,protein_coding,Men1,UP
ENSMUSG00000007033.5,Hspa1l,373.950243664063,1.1918466886397685,0.07939624109267253,15.01137424438805,6.185280257372172e-51,1.0518687605687111e-47,UP,ENSMUSG00000007033,Lac_8h_vs_M1_8h,Hspa1l,protein_coding,Hspa1l,UP
ENSMUSG00000018537.17,NA,285.65910224322886,1.6032863733803893,0.10709287091706084,14.970990689212828,1.136160770813732e-50,1.7565045516780296e-47,UP,ENSMUSG00000018537,Lac_8h_vs_M1_8h,Pcgf2,protein_coding,Pcgf2,UP
ENSMUSG00000055531.13,NA,1451.1149423332945,0.8998305066207862,0.06113921443425076,14.717730918647408,4.960264688679601e-49,7.029521774640441e-46,UP,ENSMUSG00000055531,Lac_8h_vs_M1_8h,Cpsf6,protein_coding,Cpsf6,UP
ENSMUSG00000033059.8,Pygb,2424.7942736839204,0.953207306068459,0.06660629951838107,14.311068366820264,1.8662411644367182e-46,2.4413305571085255e-43,UP,ENSMUSG00000033059,Lac_8h_vs_M1_8h,Pygb,protein_coding,Pygb,UP
ENSMUSG00000120697.2,Gm36496,162.30509843994048,-1.9917236057398215,0.14088920401696511,-14.1368078529281,2.2527352563019642e-45,2.7364296977622287e-42,DOWN,ENSMUSG00000120697,Lac_8h_vs_M1_8h,Gm36496,lncRNA,Gm36496,DOWN
ENSMUSG00000072825.13,NA,725.1245045507984,1.6230484300119563,0.11534338396165468,14.071448003914387,5.689244480516613e-45,6.450086109044367e-42,UP,ENSMUSG00000072825,Lac_8h_vs_M1_8h,Cep170b,protein_coding,Cep170b,UP
ENSMUSG00000020171.9,Yeats4,1091.4418809864978,-1.0463550998269011,0.07491575939076568,-13.967089279160104,2.475383795918022e-44,2.631023552086367e-41,DOWN,ENSMUSG00000020171,Lac_8h_vs_M1_8h,Yeats4,protein_coding,Yeats4,DOWN
ENSMUSG00000023079.15,NA,418.3236737103645,1.301502522480758,0.0952129203044745,13.669389808849234,1.5468685977804697e-42,1.5474145514032158e-39,UP,ENSMUSG00000023079,Lac_8h_vs_M1_8h,Gtf2ird1,protein_coding,Gtf2ird1,UP
ENSMUSG00000036825.13,NA,490.02374330414153,0.9511398942251033,0.07112541438783405,13.372714976937903,8.729536525537981e-41,8.247472119627718e-38,UP,ENSMUSG00000036825,Lac_8h_vs_M1_8h,Ssx2ip,protein_coding,Ssx2ip,UP
ENSMUSG00000022822.18,NA,5894.678178702818,1.0263822886919056,0.07683543294406724,13.358189696660734,1.0611349730300315e-40,9.497716500709851e-38,UP,ENSMUSG00000022822,Lac_8h_vs_M1_8h,Abcc5,protein_coding,Abcc5,UP
ENSMUSG00000044600.15,NA,3570.6933803870143,-0.814034751440306,0.06165977062703956,-13.202039890225096,8.53909474897805e-40,7.260792265056035e-37,DOWN,ENSMUSG00000044600,Lac_8h_vs_M1_8h,Smim7,protein_coding,Smim7,DOWN
ENSMUSG00000018217.13,NA,12892.17687141973,-0.4961761943679417,0.03772199483540503,-13.153498284832,1.6247960893182565e-39,1.3157753473783938e-36,NO,ENSMUSG00000018217,Lac_8h_vs_M1_8h,Pmp22,protein_coding,Pmp22,NS
ENSMUSG00000010751.16,NA,432.561067518591,1.4541740535871048,0.1120360789419498,12.979515771348696,1.5988821132752354e-38,1.2359358735617568e-35,UP,ENSMUSG00000010751,Lac_8h_vs_M1_8h,Tnfrsf22,protein_coding,Tnfrsf22,UP
ENSMUSG00000008604.12,NA,940.644850181492,0.8707636582709916,0.06710539934933187,12.97605955279456,1.672671454822108e-38,1.2367587287262944e-35,UP,ENSMUSG00000008604,Lac_8h_vs_M1_8h,Ubqln4,protein_coding,Ubqln4,UP
ENSMUSG00000039157.13,NA,581.7936929387818,1.4476824930427836,0.11192646316328587,12.934228886789771,2.8850315670930504e-38,2.0442852845826839e-35,UP,ENSMUSG00000039157,Lac_8h_vs_M1_8h,Eeig1,protein_coding,Eeig1,UP
ENSMUSG00000000552.11,NA,1965.411297260596,1.1801051566754763,0.09245373277735935,12.764278101321482,2.5954569463389333e-37,1.7655336331775958e-34,UP,ENSMUSG00000000552,Lac_8h_vs_M1_8h,Zfp385a,protein_coding,Zfp385a,UP
ENSMUSG00000089715.13,NA,355.2858974133607,1.3862927705106725,0.10895626084018892,12.723387897314234,4.384303600459357e-37,2.867671808823532e-34,UP,ENSMUSG00000089715,Lac_8h_vs_M1_8h,Cbx6,protein_coding,Cbx6,UP
ENSMUSG00000025153.10,NA,1044.1083706158354,1.8170138809840144,0.1432597157072841,12.683355345313082,7.31328546826256e-37,4.606286395306411e-34,UP,ENSMUSG00000025153,Lac_8h_vs_M1_8h,Fasn,protein_coding,Fasn,UP
ENSMUSG00000066440.6,Zfyve26,1102.9343286830651,1.681584284834096,0.1329542812655944,12.647838556435058,1.1499507756899155e-36,6.984308175493823e-34,UP,ENSMUSG00000066440,Lac_8h_vs_M1_8h,Zfyve26,protein_coding,Zfyve26,UP
ENSMUSG00000038893.13,NA,296.0918476664878,1.7260312115362677,0.13684441128874947,12.613092455008951,1.7883548073641992e-36,1.0487159260012265e-33,UP,ENSMUSG00000038893,Lac_8h_vs_M1_8h,Fam117a,protein_coding,Fam117a,UP
ENSMUSG00000016757.12,NA,943.0844634255712,0.910558343713894,0.07258923240890432,12.543986394353972,4.288667301504569e-36,2.431102537646223e-33,UP,ENSMUSG00000016757,Lac_8h_vs_M1_8h,Ttll12,protein_coding,Ttll12,UP
ENSMUSG00000023087.17,NA,477.26853188378954,1.1814251403131293,0.09424162966933448,12.53612808329392,4.73574300373389e-36,2.597936952306404e-33,UP,ENSMUSG00000023087,Lac_8h_vs_M1_8h,Noct,protein_coding,Noct,UP
ENSMUSG00000035356.18,NA,3313.4424997376827,0.951448595236966,0.0761081021713964,12.5012786824495,7.346009857298933e-36,3.903945113538302e-33,UP,ENSMUSG00000035356,Lac_8h_vs_M1_8h,Nfkbiz,protein_coding,Nfkbiz,UP
ENSMUSG00000033009.16,NA,669.621319295442,0.8115664943080364,0.06495506589520438,12.49427559071962,8.022368964646703e-36,4.134194139781268e-33,UP,ENSMUSG00000033009,Lac_8h_vs_M1_8h,Ogfod1,protein_coding,Ogfod1,UP
ENSMUSG00000021466.13,NA,380.57782090551626,1.8470634867093911,0.14790167677519364,12.488455350758974,8.631313166065604e-36,4.3171797559444606e-33,UP,ENSMUSG00000021466,Lac_8h_vs_M1_8h,Ptch1,protein_coding,Ptch1,UP
ENSMUSG00000094103.3,Fam177a2,2987.3032362930603,0.5028054410846376,0.04038635453374676,12.449884296055847,1.4004804307825305e-35,6.804734344539347e-33,UP,ENSMUSG00000094103,Lac_8h_vs_M1_8h,Fam177a2,protein_coding,Fam177a2,UP
ENSMUSG00000070738.11,NA,3495.141750991409,1.0150928867250872,0.08159127248581416,12.441194453752098,1.5615120409332538e-35,7.376409380030809e-33,UP,ENSMUSG00000070738,Lac_8h_vs_M1_8h,Dgkd,protein_coding,Dgkd,UP
ENSMUSG00000039414.11,NA,1063.959078741509,1.287153928487858,0.10352980777396738,12.432689253109128,1.7369115956335826e-35,7.983221241985055e-33,UP,ENSMUSG00000039414,Lac_8h_vs_M1_8h,Heatr5b,protein_coding,Heatr5b,UP
ENSMUSG00000066152.12,NA,5968.360346065207,-0.7680338213833922,0.06188550511927406,-12.410560758987652,2.2904298787585938e-35,1.0250276452149643e-32,DOWN,ENSMUSG00000066152,Lac_8h_vs_M1_8h,Slc31a2,protein_coding,Slc31a2,DOWN
ENSMUSG00000031563.9,Wwc2,544.7209077109196,1.1901105339088174,0.09607992471354722,12.386672215418717,3.0858490321892517e-35,1.345588426702831e-32,UP,ENSMUSG00000031563,Lac_8h_vs_M1_8h,Wwc2,protein_coding,Wwc2,UP
ENSMUSG00000026984.5,Il36a,142.9088705972516,-1.2564037416387732,0.1015840996336416,-12.368114165208294,3.888437879259637e-35,1.6531693643672345e-32,DOWN,ENSMUSG00000026984,Lac_8h_vs_M1_8h,Il36a,protein_coding,Il36a,DOWN
ENSMUSG00000037351.10,NA,2253.765758520354,0.6402872674110559,0.05189763859712533,12.337502913793887,5.68931041690596e-35,2.359814949997628e-32,UP,ENSMUSG00000037351,Lac_8h_vs_M1_8h,Actr1b,protein_coding,Actr1b,UP
ENSMUSG00000042203.9,Tbc1d22b,760.7284992883726,0.8674642238146704,0.07064063498250953,12.279960734065495,1.1605457396901718e-34,4.6991049640883486e-32,UP,ENSMUSG00000042203,Lac_8h_vs_M1_8h,Tbc1d22b,protein_coding,Tbc1d22b,UP
ENSMUSG00000032185.17,NA,945.5203858602656,1.008055413447445,0.08225204279091829,12.255688481924828,1.56613556598513e-34,6.193884054684447e-32,UP,ENSMUSG00000032185,Lac_8h_vs_M1_8h,Carm1,protein_coding,Carm1,UP
ENSMUSG00000063870.13,NA,7163.476203822061,1.2620451485946873,0.1031254716605262,12.237957589654991,1.9487484876592857e-34,7.531912904803141e-32,UP,ENSMUSG00000063870,Lac_8h_vs_M1_8h,Chd4,protein_coding,Chd4,UP
ENSMUSG00000039834.18,NA,837.1246195530805,1.287388406165834,0.1052419864091579,12.232650200659922,2.0803851578224537e-34,7.862006665317478e-32,UP,ENSMUSG00000039834,Lac_8h_vs_M1_8h,Zfp335,protein_coding,Zfp335,UP
ENSMUSG00000021483.9,Cdk20,1227.9476358548227,-0.6889986899521802,0.05659481589757192,-12.174236792273764,4.2636354718075125e-34,1.5762474963817081e-31,DOWN,ENSMUSG00000021483,Lac_8h_vs_M1_8h,Cdk20,protein_coding,Cdk20,DOWN
ENSMUSG00000032194.10,NA,352.6368655643523,1.517333387423662,0.12472736854739436,12.165200028629643,4.762772319583482e-34,1.7233128950390783e-31,UP,ENSMUSG00000032194,Lac_8h_vs_M1_8h,Kank2,protein_coding,Kank2,UP
ENSMUSG00000042903.9,Foxo4,485.2429430574628,1.0640416370758878,0.08755062204758529,12.15344462655631,5.499855209231216e-34,1.9485528685038764e-31,UP,ENSMUSG00000042903,Lac_8h_vs_M1_8h,Foxo4,protein_coding,Foxo4,UP
ENSMUSG00000037692.15,NA,315.0180646900068,1.7121108181177551,0.1410375969402438,12.13939300768971,6.530870819290915e-34,2.2666120235277816e-31,UP,ENSMUSG00000037692,Lac_8h_vs_M1_8h,Ahdc1,protein_coding,Ahdc1,UP
ENSMUSG00000005683.9,Cs,10038.201725402883,0.5129912405458171,0.04254618271917106,12.057280060395788,1.7755011079955198e-33,6.038834368514362e-31,UP,ENSMUSG00000005683,Lac_8h_vs_M1_8h,Cs,protein_coding,Cs,UP
ENSMUSG00000095595.3,Fam177a,3092.8107655171248,0.48521031076720206,0.04029050924723981,12.042794192293371,2.116627613757918e-33,7.057915529326892e-31,NO,ENSMUSG00000095595,Lac_8h_vs_M1_8h,Fam177a,protein_coding,Fam177a,NS
ENSMUSG00000027646.16,NA,427.8835483629143,1.212901374390672,0.10075159960219962,12.03853218390184,2.2288610756536268e-33,7.289232971647227e-31,UP,ENSMUSG00000027646,Lac_8h_vs_M1_8h,Src,protein_coding,Src,UP
ENSMUSG00000068747.15,NA,1975.49656193305,1.1104585933946618,0.09269261294133002,11.980011763154511,4.522595141984162e-33,1.4511557166902389e-30,UP,ENSMUSG00000068747,Lac_8h_vs_M1_8h,Sort1,protein_coding,Sort1,UP
ENSMUSG00000060166.7,Zdhhc8,447.7291039237009,1.3804620892823325,0.11537731618731883,11.96476166113196,5.435343306134873e-33,1.7117305234098083e-30,UP,ENSMUSG00000060166,Lac_8h_vs_M1_8h,Zdhhc8,protein_coding,Zdhhc8,UP
ENSMUSG00000039159.17,NA,1919.9634444383769,0.9782355915744262,0.08191767979399446,11.94169065865245,7.174977202769905e-33,2.1788868269697323e-30,UP,ENSMUSG00000039159,Lac_8h_vs_M1_8h,Ube2h,protein_coding,Ube2h,UP
ENSMUSG00000005949.10,NA,882.096345428235,0.9152209964238606,0.0766371839151542,11.942257657028616,7.12622519504733e-33,2.1788868269697323e-30,UP,ENSMUSG00000005949,Lac_8h_vs_M1_8h,Ctns,protein_coding,Ctns,UP
ENSMUSG00000031488.15,NA,1798.0619411554826,1.2409931592427144,0.10399028379408232,11.933741441653172,7.894386500321007e-33,2.355297137271211e-30,UP,ENSMUSG00000031488,Lac_8h_vs_M1_8h,Rab11fip1,protein_coding,Rab11fip1,UP
ENSMUSG00000120245.2,Gm57256,113.83454022264856,-1.689626160612533,0.14186435021096017,-11.910153312653708,1.0478442044622359e-32,3.072351472600825e-30,DOWN,ENSMUSG00000120245,Lac_8h_vs_M1_8h,Gm57256,lncRNA,Gm57256,DOWN
ENSMUSG00000001521.13,NA,631.9761409277012,0.8632188398797622,0.07260296251880981,11.889581498222215,1.3407671180780683e-32,3.864590781361972e-30,UP,ENSMUSG00000001521,Lac_8h_vs_M1_8h,Tulp3,protein_coding,Tulp3,UP
ENSMUSG00000027304.10,NA,836.0630925930349,0.8613901224200358,0.07267063603191028,11.853345029783313,2.0676906930488907e-32,5.8605246543315725e-30,UP,ENSMUSG00000027304,Lac_8h_vs_M1_8h,Rtf1,protein_coding,Rtf1,UP
ENSMUSG00000029775.15,NA,1606.8747737206909,0.589872687996706,0.05005531871108205,11.784415786091287,4.696654032526358e-32,1.309365548805627e-29,UP,ENSMUSG00000029775,Lac_8h_vs_M1_8h,Klhdc10,protein_coding,Klhdc10,UP
ENSMUSG00000020393.17,NA,1965.3420890614163,0.831501329508384,0.07058536406422783,11.78008133175845,4.944534014256853e-32,1.3562378297814847e-29,UP,ENSMUSG00000020393,Lac_8h_vs_M1_8h,Kremen1,protein_coding,Kremen1,UP
ENSMUSG00000024622.9,Hmgxb3,1095.0939245100435,0.9689602507756124,0.08232107806052681,11.770500017786231,5.539519860187775e-32,1.4953186467040208e-29,UP,ENSMUSG00000024622,Lac_8h_vs_M1_8h,Hmgxb3,protein_coding,Hmgxb3,UP
ENSMUSG00000095762.2,Gm16378,463.0241132193956,-1.389129155145382,0.11808807361733369,-11.763500856546084,6.018592802672147e-32,1.5992529562850395e-29,DOWN,ENSMUSG00000095762,Lac_8h_vs_M1_8h,Gm16378,processed_pseudogene,Gm16378,DOWN
ENSMUSG00000031227.9,Magee1,379.1535286295418,1.1900010749375485,0.10151064351095572,11.722919230722,9.726162280449256e-32,2.5446633190972316e-29,UP,ENSMUSG00000031227,Lac_8h_vs_M1_8h,Magee1,protein_coding,Magee1,UP
ENSMUSG00000058756.14,NA,872.3349594967231,0.8657713012381728,0.07387385930983138,11.719589437003368,1.0116106384918148e-31,2.606583411847243e-29,UP,ENSMUSG00000058756,Lac_8h_vs_M1_8h,Thra,protein_coding,Thra,UP
ENSMUSG00000038495.15,NA,878.7491708455875,1.1314559692843549,0.09743486687822016,11.61243408582387,3.5632547522027094e-31,9.044285121784967e-29,UP,ENSMUSG00000038495,Lac_8h_vs_M1_8h,Otud7b,protein_coding,Otud7b,UP
ENSMUSG00000020777.17,NA,2224.4193982273123,0.8788417946666083,0.07606949896481537,11.553142936738697,7.116930499154273e-31,1.779860589244376e-28,UP,ENSMUSG00000020777,Lac_8h_vs_M1_8h,Acox1,protein_coding,Acox1,UP
ENSMUSG00000024773.16,NA,1066.672622089126,1.5003745173209673,0.13018446472225584,11.524988949503044,9.872486825750598e-31,2.4332103037494887e-28,UP,ENSMUSG00000024773,Lac_8h_vs_M1_8h,Atg2a,protein_coding,Atg2a,UP
ENSMUSG00000019338.14,NA,493.6432605601278,1.2221957050872811,0.10611160244284965,11.518021375141709,1.0704076849023115e-30,2.6004790127783875e-28,UP,ENSMUSG00000019338,Lac_8h_vs_M1_8h,Zfp687,protein_coding,Zfp687,UP
ENSMUSG00000060671.13,NA,1348.844441158146,1.2575434850530358,0.10922347296932763,11.513491110158911,1.1281698220425349e-30,2.702205069528922e-28,UP,ENSMUSG00000060671,Lac_8h_vs_M1_8h,Atp8b2,protein_coding,Atp8b2,UP
ENSMUSG00000006403.14,NA,104.05813356070284,1.8540984356643624,0.1613167938972715,11.493523959105431,1.4219076944666008e-30,3.358466979458196e-28,UP,ENSMUSG00000006403,Lac_8h_vs_M1_8h,Adamts4,protein_coding,Adamts4,UP
ENSMUSG00000035107.14,NA,677.3958097284169,0.9458361947083191,0.08234792395756016,11.485853549820844,1.5539310348234025e-30,3.6200207093433943e-28,UP,ENSMUSG00000035107,Lac_8h_vs_M1_8h,Dcbld2,protein_coding,Dcbld2,UP
ENSMUSG00000032322.15,NA,7302.4718451913295,-0.7037627253957852,0.06140927274872033,-11.460202895994245,2.090245526740111e-30,4.803610192938152e-28,DOWN,ENSMUSG00000032322,Lac_8h_vs_M1_8h,Pstpip1,protein_coding,Pstpip1,DOWN
ENSMUSG00000010142.13,NA,1205.5961371206015,-0.6383603809013605,0.05575870678835956,-11.448622424554284,2.3891202098652607e-30,5.417250438529149e-28,DOWN,ENSMUSG00000010142,Lac_8h_vs_M1_8h,Tnfrsf13b,protein_coding,Tnfrsf13b,DOWN
ENSMUSG00000020124.11,NA,3207.2701626572616,0.6474831430361874,0.05671285228959968,11.41686790376661,3.4442393345568586e-30,7.7069387004570985e-28,UP,ENSMUSG00000020124,Lac_8h_vs_M1_8h,Usp15,protein_coding,Usp15,UP
ENSMUSG00000037415.8,Ranbp10,1474.3019616728286,1.068777452173782,0.09372618674969636,11.40318932453789,4.0307688193496024e-30,8.902240849592122e-28,UP,ENSMUSG00000037415,Lac_8h_vs_M1_8h,Ranbp10,protein_coding,Ranbp10,UP
ENSMUSG00000052423.16,NA,824.934735226729,1.1140120424145796,0.09807240113433636,11.35907788052056,6.684648011444816e-30,1.4389762542105129e-27,UP,ENSMUSG00000052423,Lac_8h_vs_M1_8h,B4galt3,protein_coding,B4galt3,UP
ENSMUSG00000038604.10,NA,842.0344529193393,1.172820791055645,0.1032450771576482,11.359580750419967,6.646282544911324e-30,1.4389762542105129e-27,UP,ENSMUSG00000038604,Lac_8h_vs_M1_8h,Ripor1,protein_coding,Ripor1,UP
ENSMUSG00000029147.12,NA,2094.618783862226,0.7263248936481876,0.06414515702053393,11.323144682858585,1.0079028696499231e-29,2.142549525158324e-27,UP,ENSMUSG00000029147,Lac_8h_vs_M1_8h,Ppm1g,protein_coding,Ppm1g,UP
ENSMUSG00000038611.18,NA,1317.2803252578815,1.010542319636227,0.08935749288807626,11.308982458829398,1.1845525679779704e-29,2.486975428522638e-27,UP,ENSMUSG00000038611,Lac_8h_vs_M1_8h,Phrf1,protein_coding,Phrf1,UP
ENSMUSG00000036249.17,NA,1599.672115475782,-0.7413600495631537,0.06566322847147155,-11.290338090598905,1.464721697381468e-29,3.037689900691372e-27,DOWN,ENSMUSG00000036249,Lac_8h_vs_M1_8h,Rbm43,protein_coding,Rbm43,DOWN
ENSMUSG00000020454.18,NA,1349.936949978677,0.6425572893868924,0.05694400301061213,11.28402036061892,1.5738516148195518e-29,3.2246892242917233e-27,UP,ENSMUSG00000020454,Lac_8h_vs_M1_8h,Eif4enif1,protein_coding,Eif4enif1,UP
ENSMUSG00000040721.10,NA,184.72181436924333,2.0213313945178952,0.179213981018471,11.278871118373088,1.668735740950642e-29,3.37839523935793e-27,UP,ENSMUSG00000040721,Lac_8h_vs_M1_8h,Zfhx2,protein_coding,Zfhx2,UP
ENSMUSG00000028634.18,NA,801.3709283488037,1.6393016042928186,0.1455547127221902,11.262442648776585,2.0110590603947137e-29,4.023537691890883e-27,UP,ENSMUSG00000028634,Lac_8h_vs_M1_8h,Hivep3,protein_coding,Hivep3,UP
ENSMUSG00000037933.17,NA,1472.3971864208197,1.2355081487092667,0.10983561261718254,11.248702668190749,2.3502342492655113e-29,4.6474515863964285e-27,UP,ENSMUSG00000037933,Lac_8h_vs_M1_8h,Bicd2,protein_coding,Bicd2,UP
ENSMUSG00000031691.15,NA,1754.6769610924543,0.9290616533908392,0.08263081020959019,11.243525883799352,2.4922527568871147e-29,4.8716379751289976e-27,UP,ENSMUSG00000031691,Lac_8h_vs_M1_8h,Tnpo2,protein_coding,Tnpo2,UP
ENSMUSG00000011179.9,Odc1,5726.908707465268,-0.7537894836746648,0.06711591872376743,-11.23115794297738,2.8669640135236075e-29,5.540407956134373e-27,DOWN,ENSMUSG00000011179,Lac_8h_vs_M1_8h,Odc1,protein_coding,Odc1,DOWN
ENSMUSG00000068742.12,NA,266.64367655825293,1.0680899288203816,0.09532268006781754,11.204992642469628,3.8538578839397834e-29,7.363899682503366e-27,UP,ENSMUSG00000068742,Lac_8h_vs_M1_8h,Cry2,protein_coding,Cry2,UP
ENSMUSG00000041130.11,NA,710.2762922716292,1.053885980777714,0.09435219224906469,11.16970316911912,5.737228290192564e-29,1.084081158922386e-26,UP,ENSMUSG00000041130,Lac_8h_vs_M1_8h,Zfp598,protein_coding,Zfp598,UP
ENSMUSG00000033355.7,Rtp4,7897.152754925438,-0.774460760521391,0.06940407526713883,-11.158721696679384,6.491827998245207e-29,1.2131871092105276e-26,DOWN,ENSMUSG00000033355,Lac_8h_vs_M1_8h,Rtp4,protein_coding,Rtp4,DOWN
ENSMUSG00000039294.15,NA,6003.44988956981,-0.5858916883660102,0.05258370335457381,-11.142077316527546,7.82720322991711e-29,1.4468415013909827e-26,DOWN,ENSMUSG00000039294,Lac_8h_vs_M1_8h,Cybc1,protein_coding,Cybc1,DOWN
ENSMUSG00000025358.17,NA,900.5742580785178,0.7267032223168244,0.0653300266581319,11.123571495227129,9.633665557159411e-29,1.754420789249929e-26,UP,ENSMUSG00000025358,Lac_8h_vs_M1_8h,Cdk2,protein_coding,Cdk2,UP
ENSMUSG00000031161.16,NA,308.1689575547305,1.114253811160307,0.10017581254048354,11.122982513468603,9.697492307979145e-29,1.754420789249929e-26,UP,ENSMUSG00000031161,Lac_8h_vs_M1_8h,Hdac6,protein_coding,Hdac6,UP
ENSMUSG00000039879.10,NA,811.4141100982121,1.107689507661023,0.09974451982926023,11.105266831271868,1.1826358188601172e-28,2.1170426037405423e-26,UP,ENSMUSG00000039879,Lac_8h_vs_M1_8h,Heca,protein_coding,Heca,UP
ENSMUSG00000024948.16,NA,784.8307125300789,1.1514985555946795,0.10381869098560235,11.091437819750302,1.380507961508964e-28,2.4455123326480668e-26,UP,ENSMUSG00000024948,Lac_8h_vs_M1_8h,Map4k2,protein_coding,Map4k2,UP
ENSMUSG00000026478.15,NA,3687.4780161143126,1.361882726113956,0.12295318845521629,11.076432772705196,1.632477931149299e-28,2.862053577023194e-26,UP,ENSMUSG00000026478,Lac_8h_vs_M1_8h,Lamc1,protein_coding,Lamc1,UP
ENSMUSG00000002957.12,NA,4345.774239445209,0.8075066795437688,0.0729129317536819,11.07494459654603,1.659827858573123e-28,2.8803094451933193e-26,UP,ENSMUSG00000002957,Lac_8h_vs_M1_8h,Ap2a2,protein_coding,Ap2a2,UP
ENSMUSG00000048701.14,NA,1015.825640168077,0.9600577801982584,0.08682129214824727,11.057860997495416,2.0082975678409926e-28,3.4498089332024166e-26,UP,ENSMUSG00000048701,Lac_8h_vs_M1_8h,Ccdc6,protein_coding,Ccdc6,UP
ENSMUSG00000042496.19,NA,366.7506924550952,1.3917518723984652,0.1258814833133488,11.056049196163864,2.04926598229374e-28,3.484981729488734e-26,UP,ENSMUSG00000042496,Lac_8h_vs_M1_8h,Prdm10,protein_coding,Prdm10,UP
ENSMUSG00000022438.7,Parvb,2818.339156706077,0.8901262720777217,0.08052641412342067,11.053842168030096,2.100292768242481e-28,3.536393942250656e-26,UP,ENSMUSG00000022438,Lac_8h_vs_M1_8h,Parvb,protein_coding,Parvb,UP
ENSMUSG00000024270.12,NA,2108.831593690727,0.6529007386781503,0.0591969237760782,11.029301812165974,2.7599935644025775e-28,4.601612799630414e-26,UP,ENSMUSG00000024270,Lac_8h_vs_M1_8h,Slc39a6,protein_coding,Slc39a6,UP
ENSMUSG00000026923.16,NA,1774.9346165919835,1.491392731922336,0.13530964890182762,11.022072291418027,2.990929206031371e-28,4.9382273861912144e-26,UP,ENSMUSG00000026923,Lac_8h_vs_M1_8h,Notch1,protein_coding,Notch1,UP
ENSMUSG00000042744.17,NA,636.8139934322444,1.4988700009801146,0.136042719586406,11.017642146062247,3.141810828493572e-28,5.137464898977085e-26,UP,ENSMUSG00000042744,Lac_8h_vs_M1_8h,Hectd4,protein_coding,Hectd4,UP
ENSMUSG00000029016.14,NA,588.4555436683511,0.8123658047111111,0.07383134897232473,11.002992848141268,3.696558168103803e-28,5.970031270622936e-26,UP,ENSMUSG00000029016,Lac_8h_vs_M1_8h,Clcn6,protein_coding,Clcn6,UP
ENSMUSG00000057193.9,Slc44a2,4278.21200429718,0.8414487142613667,0.07647869015490598,11.002394425911715,3.721176729895514e-28,5.970031270622936e-26,UP,ENSMUSG00000057193,Lac_8h_vs_M1_8h,Slc44a2,protein_coding,Slc44a2,UP
ENSMUSG00000011877.14,NA,1869.2617460192548,1.1592363075242709,0.1054701971152094,10.991126775443398,4.216291485315352e-28,6.70114514011896e-26,UP,ENSMUSG00000011877,Lac_8h_vs_M1_8h,Git1,protein_coding,Git1,UP
ENSMUSG00000018398.19,NA,3135.7393794621316,0.607812136217662,0.0553299793650767,10.985222535638648,4.501278820367875e-28,7.087847001775564e-26,UP,ENSMUSG00000018398,Lac_8h_vs_M1_8h,Septin8,protein_coding,Septin8,UP
