gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation,gene_id_clean,gene_name_gtf,gene_type,gene_symbol,regulation_strict,abs_log2FC,rank_score
ENSMUSG00000027227.8,Sord,3729.722968211996,0.3145360588843744,0.05388431506032482,5.837247045494474,5.3070377953479044e-9,8.719227810366665e-8,NO,ENSMUSG00000027227,Sord,protein_coding,Sord,NS,0.3145360588843744,2.2204742196939042
ENSMUSG00000074030.4,Exoc8,540.9193597919507,-0.5935742844975159,0.10169204195554368,-5.836978716161552,5.3155883058844766e-9,8.724680176075742e-8,DOWN,ENSMUSG00000074030,Exoc8,protein_coding,Exoc8,DOWN,0.5935742844975159,4.190189555233056
ENSMUSG00000004446.13,NA,2338.596615500745,-0.28385820822993646,0.04868524842687447,-5.830476733754233,5.526924499767e-9,9.0626345091558e-8,NO,ENSMUSG00000004446,Bid,protein_coding,Bid,NS,0.28385820822993646,1.9991411284428064
ENSMUSG00000026360.10,NA,1474.157545983739,-0.6346834835196714,0.10887435926390908,-5.829503730820701,5.559245414947191e-9,9.106677459691488e-8,DOWN,ENSMUSG00000026360,Rgs2,protein_coding,Rgs2,DOWN,0.6346834835196714,4.468577949964903
ENSMUSG00000094935.3,Gm9726,248.73219338216916,0.5599477919125541,0.09606809833619202,5.828654898039168,5.587591801851751e-9,9.144129625876329e-8,UP,ENSMUSG00000094935,Gm9726,processed_pseudogene,Gm9726,UP,0.5599477919125541,3.9413927853061685
ENSMUSG00000048120.17,NA,1817.62291987902,0.4768237400831726,0.0818482583718463,5.825704169744285,5.687228225753172e-9,9.298060577711755e-8,NO,ENSMUSG00000048120,Entpd1,protein_coding,Entpd1,NS,0.4768237400831726,3.352837448302467
ENSMUSG00000024378.10,NA,1234.1763017116746,-0.6378757133996883,0.10956036247746234,-5.822139494389732,5.809902436089351e-9,9.489317632147505e-8,DOWN,ENSMUSG00000024378,Stard4,protein_coding,Stard4,DOWN,0.6378757133996883,4.479651244718367
ENSMUSG00000082127.3,Gm13577,142.2520249422642,-0.9017433545984096,0.1548869310685574,-5.821946037521218,5.816633161047257e-9,9.491015126577698e-8,DOWN,ENSMUSG00000082127,Gm13577,processed_pseudogene,Gm13577,DOWN,0.9017433545984096,6.332661635247584
ENSMUSG00000008496.20,NA,2345.638820037771,-0.6423668869498336,0.11035292864183704,-5.821022557858054,5.84886740737116e-9,9.534282784488903e-8,DOWN,ENSMUSG00000008496,Pou2f2,protein_coding,Pou2f2,DOWN,0.6423668869498336,4.509872893079142
ENSMUSG00000062382.10,NA,303462.93224938994,0.4461694919848894,0.07667204424003334,5.819193897949152,5.913210692591308e-9,9.629756006802017e-8,NO,ENSMUSG00000062382,Ftl1-ps1,protein_coding,Ftl1-ps1,NS,0.4461694919848894,3.130496804593323
ENSMUSG00000078881.11,NA,559.2512896120465,-0.7946817576134678,0.13657593535872775,-5.818607469362533,5.933990214783686e-9,9.644945765877433e-8,DOWN,ENSMUSG00000078881,Gm14434,protein_coding,Gm14434,DOWN,0.7946817576134678,5.575248973833788
ENSMUSG00000060098.12,NA,520.0385840561256,-0.5709863542727311,0.09813115527097156,-5.818604221014773,5.93410551438609e-9,9.644945765877433e-8,DOWN,ENSMUSG00000060098,Prmt7,protein_coding,Prmt7,DOWN,0.5709863542727311,4.005869085622747
ENSMUSG00000030254.17,NA,329.0076863201062,0.6564225369638436,0.11284267581427328,5.8171479205637,5.986016772275637e-9,9.719845734612323e-8,UP,ENSMUSG00000030254,Rad18,protein_coding,Rad18,UP,0.6564225369638436,4.603058424944227
ENSMUSG00000022673.6,Mcm4,653.9303478849905,-0.5221508554290546,0.08982080454856414,-5.813250705706372,6.127119174701089e-9,9.939283984174646e-8,DOWN,ENSMUSG00000022673,Mcm4,protein_coding,Mcm4,DOWN,0.5221508554290546,3.656437025116772
ENSMUSG00000030316.14,NA,154.59293295864518,-0.7717196797239445,0.13276001044786692,-5.812892580533417,6.14024656601133e-9,9.950899099592319e-8,DOWN,ENSMUSG00000030316,Tamm41,protein_coding,Tamm41,DOWN,0.7717196797239445,5.4036874457937945
ENSMUSG00000095512.2,Gm17222,2136.0889685097227,0.5308131363896815,0.09132036898840308,5.812647739707341,6.149237161901404e-9,9.95579406911338e-8,UP,ENSMUSG00000095512,Gm17222,processed_pseudogene,Gm17222,UP,0.5308131363896815,3.7167132897070774
ENSMUSG00000030824.18,NA,16223.324361026163,0.34188246772702374,0.05882701686754243,5.811657397090553,6.185733530551216e-9,1.0005168996651025e-7,NO,ENSMUSG00000030824,Nucb1,protein_coding,Nucb1,NS,0.34188246772702374,2.393100545860375
ENSMUSG00000027752.16,NA,435.9300001695267,-0.5822761975897472,0.1002325615919056,-5.809251887230722,6.275261643747091e-9,1.0140141780147914e-7,DOWN,ENSMUSG00000027752,Exosc8,protein_coding,Exosc8,DOWN,0.5822761975897472,4.072414089850434
ENSMUSG00000073643.12,NA,471.9622381790886,0.4750109084841472,0.08177979723915431,5.808413868953966,6.306745986626888e-9,1.0181151604355274e-7,NO,ENSMUSG00000073643,Wdfy1,protein_coding,Wdfy1,NS,0.4750109084841472,3.3213727447286208
ENSMUSG00000018433.15,NA,889.9069070880198,-0.45304734549335096,0.07800106146752805,-5.808220259694225,6.314041705347877e-9,1.018307151628445e-7,NO,ENSMUSG00000018433,Nol11,protein_coding,Nol11,NS,0.45304734549335096,3.1677619518127162
ENSMUSG00000061904.13,NA,11778.454048691094,-0.3423346649500392,0.05895675036290916,-5.806538909332571,6.3777456685275215e-9,1.0265954321270747e-7,NO,ENSMUSG00000061904,Slc25a3,protein_coding,Slc25a3,NS,0.3423346649500392,2.3924402696829623
ENSMUSG00000020577.18,NA,391.036462818406,0.5890543269739487,0.101444528509132,5.806664347805828,6.3729714830643755e-9,1.0265954321270747e-7,UP,ENSMUSG00000020577,Tspan13,protein_coding,Tspan13,UP,0.5890543269739487,4.116665465617224
ENSMUSG00000029836.16,NA,1732.6525361757406,-0.4561139879219714,0.0785877239286229,-5.8038834199630935,6.479633724164733e-9,1.0419900866361725e-7,NO,ENSMUSG00000029836,Cbx3,protein_coding,Cbx3,NS,0.4561139879219714,3.18465008347585
ENSMUSG00000026457.15,NA,9074.280582334386,0.26717933071407357,0.04608001282656168,5.798160944956697,6.704609168528409e-9,1.07694083702077e-7,NO,ENSMUSG00000026457,Adipor1,protein_coding,Adipor1,NS,0.26717933071407357,1.8616543192665354
ENSMUSG00000017715.12,NA,3871.932921368424,0.3629134730620401,0.06259256090737234,5.7980288360320955,6.709891638669824e-9,1.07694083702077e-7,NO,ENSMUSG00000017715,Pgs1,protein_coding,Pgs1,NS,0.3629134730620401,2.528711456983893
ENSMUSG00000121069.2,Gm56730,3023.983451354453,0.6358943855934859,0.10972186878794982,5.7955118028697195,6.811313728292361e-9,1.0921679589711867e-7,UP,ENSMUSG00000121069,Gm56730,lncRNA,Gm56730,UP,0.6358943855934859,4.4269126646674835
ENSMUSG00000049866.13,NA,1720.1827926022183,0.4391539578636689,0.07578808602596757,5.794498593264381,6.852559820522564e-9,1.0977261053509537e-7,NO,ENSMUSG00000049866,Arl4c,protein_coding,Arl4c,NS,0.4391539578636689,3.0562946080068
ENSMUSG00000022350.8,Washc5,2929.223789234779,-0.5341538963368506,0.092211188199402,-5.792723277589374,6.925416424305949e-9,1.1083324788073515e-7,DOWN,ENSMUSG00000022350,Washc5,protein_coding,Washc5,DOWN,0.5341538963368506,3.715216587717742
ENSMUSG00000032497.20,NA,2364.978309688659,0.42748982913419026,0.07381184954722006,5.791615191280498,6.971272073926898e-9,1.113629457465164e-7,NO,ENSMUSG00000032497,Lrrfip2,protein_coding,Lrrfip2,NS,0.42748982913419026,2.972447625690611
ENSMUSG00000079491.11,NA,5523.568295811545,0.4921916250366346,0.08498369350860455,5.79160077323305,6.971870673984355e-9,1.113629457465164e-7,NO,ENSMUSG00000079491,H2-T10,protein_coding,H2-T10,NS,0.4921916250366346,3.422335989111226
ENSMUSG00000053950.11,NA,917.7825774852232,0.420410832349835,0.07260668618973917,5.790249554306856,7.028192206737125e-9,1.1215515142540509e-7,NO,ENSMUSG00000053950,Adnp2,protein_coding,Adnp2,NS,0.420410832349835,2.9219312841530645
ENSMUSG00000002204.10,NA,2738.5167535353767,0.3828638177130078,0.06615551318535502,5.787330477511332,7.151379819827568e-9,1.14011864125664e-7,NO,ENSMUSG00000002204,Napsa,protein_coding,Napsa,NS,0.3828638177130078,2.6582426117437077
ENSMUSG00000025264.13,NA,276.2179858473422,-0.7129154065960674,0.12319142344094784,-5.787053892901931,7.16316024641271e-9,1.140906019762926e-7,DOWN,ENSMUSG00000025264,Tsr2,protein_coding,Tsr2,DOWN,0.7129154065960674,4.949593530679298
ENSMUSG00000037366.15,NA,718.8373555344317,-0.4493982851428195,0.0777104587711251,-5.782983297864695,7.338735195892802e-9,1.1666420221802515e-7,NO,ENSMUSG00000037366,Pafah2,protein_coding,Pafah2,NS,0.4493982851428195,3.1157063463536443
ENSMUSG00000022559.9,Fbxl6,446.45851026943296,-0.6035454886247078,0.10436476130146162,-5.78303903634047,7.336303033326641e-9,1.1666420221802515e-7,DOWN,ENSMUSG00000022559,Fbxl6,protein_coding,Fbxl6,DOWN,0.6035454886247078,4.184418524479899
ENSMUSG00000024528.9,Srfbp1,699.6841971143197,0.5947284189981292,0.10285329330096683,5.78229826105664,7.368691063495971e-9,1.1702884969034173e-7,UP,ENSMUSG00000024528,Srfbp1,protein_coding,Srfbp1,UP,0.5947284189981292,4.122483182982704
ENSMUSG00000025133.10,NA,974.9603876454412,-0.4612715280008622,0.07981569326262038,-5.779208438159201,7.505289637728591e-9,1.1908488106447383e-7,NO,ENSMUSG00000025133,Ints4,protein_coding,Ints4,NS,0.4612715280008622,3.1939101936452103
ENSMUSG00000022299.10,NA,288.64487011935256,-0.5863640149232238,0.10146528375251776,-5.7789619585888525,7.516291730794691e-9,1.1914608450830063e-7,DOWN,ENSMUSG00000022299,Slc25a32,protein_coding,Slc25a32,DOWN,0.5863640149232238,4.059937662303544
ENSMUSG00000059252.6,Tpt1-ps5,3937.7426704315167,0.4836549985343182,0.08370463586046936,5.77811483871147,7.554224273031174e-9,1.1963365999721544e-7,NO,ENSMUSG00000059252,Tpt1-ps5,processed_pseudogene,Tpt1-ps5,NS,0.4836549985343182,3.3479308087695316
ENSMUSG00000081176.2,H3f3a-ps2,6881.852171196065,0.4503166084018015,0.07794626075975528,5.777270186054982,7.592231649919732e-9,1.201214943017661e-7,NO,ENSMUSG00000081176,H3f3a-ps2,processed_pseudogene,H3f3a-ps2,NS,0.4503166084018015,3.1163617234546543
ENSMUSG00000101279.2,Gm18342,333.791368958127,0.7041488409271058,0.12195579268990374,5.773803977622784,7.750159410382574e-9,1.2250394154269178e-7,UP,ENSMUSG00000101279,Gm18342,unprocessed_pseudogene,Gm18342,UP,0.7041488409271058,4.866971122312109
ENSMUSG00000028405.10,NA,1990.9509202633287,-0.39564408793476624,0.06855092626044215,-5.7715352587887025,7.855251755180182e-9,1.240475173005537e-7,NO,ENSMUSG00000028405,Aco1,protein_coding,Aco1,NS,0.39564408793476624,2.7324810463029796
ENSMUSG00000073435.11,NA,210.5761976628592,-0.7579376872296046,0.13143097216257033,-5.7668118462373705,8.078515613243582e-9,1.274525320401608e-7,DOWN,ENSMUSG00000073435,Nme3,protein_coding,Nme3,DOWN,0.7579376872296046,5.225716236556513
ENSMUSG00000036256.14,NA,93.51190059361014,0.9925090830911044,0.17213570409593495,5.765852519114556,8.124608523447145e-9,1.279376503654434e-7,UP,ENSMUSG00000036256,Igfbp7,protein_coding,Igfbp7,UP,0.9925090830911044,6.84136672710576
ENSMUSG00000020048.14,NA,35683.365218643936,-0.34364257343794,0.05959908047321488,-5.765903948675525,8.122131007489873e-9,1.279376503654434e-7,NO,ENSMUSG00000020048,Hsp90b1,protein_coding,Hsp90b1,NS,0.34364257343794,2.3687288186958777
ENSMUSG00000120076.2,Gm31223,360.69748901819185,0.53719049372575,0.09320046485437762,5.763817750963913,8.223221203999342e-9,1.2936833660178589e-7,UP,ENSMUSG00000120076,Gm31223,lncRNA,Gm31223,UP,0.53719049372575,3.7002605207210917
ENSMUSG00000049680.19,NA,1614.5126708525572,0.35516442891345795,0.06163571145794583,5.7623157178251665,8.296761098117828e-9,1.3040225077494148e-7,NO,ENSMUSG00000049680,Urgcp,protein_coding,Urgcp,NS,0.35516442891345795,2.4452058401334984
ENSMUSG00000002332.17,NA,4745.878695012279,0.4413727477409351,0.07671515585081674,5.753397002793628,8.746774783759343e-9,1.3734577805458646e-7,NO,ENSMUSG00000002332,Dhrs1,protein_coding,Dhrs1,NS,0.4413727477409351,3.028781310387151
ENSMUSG00000085823.10,NA,457.3782884432275,0.6511225432193571,0.11325724651100784,5.7490585660324385,8.974173108923607e-9,1.4078392357893702e-7,UP,ENSMUSG00000085823,Gm13012,lncRNA,Gm13012,UP,0.6511225432193571,4.4611315533034714
ENSMUSG00000022361.15,NA,1358.5411222678383,-0.5594721653344245,0.09733259720568906,-5.748045170849746,9.02811232713396e-9,1.4149699357827626e-7,DOWN,ENSMUSG00000022361,Zhx1,protein_coding,Zhx1,DOWN,0.5594721653344245,3.831966288003795
ENSMUSG00000049625.7,Tifab,2449.095418281389,-0.5528695228719722,0.09623735329811164,-5.7448537800012485,9.20004519732717e-9,1.4405629456396985e-7,DOWN,ENSMUSG00000049625,Tifab,protein_coding,Tifab,DOWN,0.5528695228719722,3.782439016435601
ENSMUSG00000029701.16,NA,682.5028461474362,-0.4751120778843774,0.08273470559603247,-5.742597069290368,9.323539955491678e-9,1.45853050936003e-7,NO,ENSMUSG00000029701,Rbm28,protein_coding,Rbm28,NS,0.4751120778843774,3.2479063028025323
ENSMUSG00000020392.9,Cdkn2aipnl,2518.781782046408,0.33578370775271904,0.05853954657901505,5.736014837414012,9.693017367728902e-9,1.514908693760517e-7,NO,ENSMUSG00000020392,Cdkn2aipnl,protein_coding,Cdkn2aipnl,NS,0.33578370775271904,2.2899151205979904
ENSMUSG00000024835.16,NA,19293.06384520072,0.4196839953596973,0.0731772308120375,5.73517186565442,9.741351503714182e-9,1.5210372441567202e-7,NO,ENSMUSG00000024835,Coro1b,protein_coding,Coro1b,NS,0.4196839953596973,2.8613467882569803
ENSMUSG00000074890.5,Lcmt2,327.7339113227242,-0.6458052767621999,0.11262407497096907,-5.7341672011838325,9.79926278012148e-9,1.5286483266726456e-7,DOWN,ENSMUSG00000074890,Lcmt2,protein_coding,Lcmt2,DOWN,0.6458052767621999,4.401610126235382
ENSMUSG00000028759.14,NA,4728.727901751256,-0.2723217690904405,0.04749383373016867,-5.733834220198113,9.818530336521989e-9,1.53022254104524e-7,NO,ENSMUSG00000028759,Hp1bp3,protein_coding,Hp1bp3,NS,0.2723217690904405,1.8559396854536085
ENSMUSG00000096472.3,Cdkn2d,2733.3471625417956,0.5665001166838859,0.09882768873308392,5.73220039794619,9.913604428695058e-9,1.5435972684679625e-7,UP,ENSMUSG00000096472,Cdkn2d,protein_coding,Cdkn2d,UP,0.5665001166838859,3.8586962830079674
ENSMUSG00000019295.9,Tmem129,1000.1190820610936,0.2889081700225092,0.05043788150497876,5.727999697885624,1.0162174753553817e-8,1.580824871177831e-7,NO,ENSMUSG00000019295,Tmem129,protein_coding,Tmem129,NS,0.2889081700225092,1.9648980469888604
ENSMUSG00000021891.9,Mettl6,1680.972344219366,0.30513034754500656,0.05327446993529514,5.727515410582304,1.019121824897949e-8,1.5838653822924694e-07,NO,ENSMUSG00000021891,Mettl6,protein_coding,Mettl6,NS,0.30513034754500656,2.0749723286656163
ENSMUSG00000026921.21,NA,36.94051261378593,1.3043750543579131,0.2279372604766925,5.722517905278109,1.049567788885495e-8,1.629664101252748e-7,UP,ENSMUSG00000026921,Egfl7,protein_coding,Egfl7,UP,1.3043750543579131,8.8539699112506
ENSMUSG00000040325.17,NA,439.6104175377999,0.7389040126863261,0.12914762578261615,5.7213906040368405,1.056556787735568e-8,1.6389898597468216e-7,UP,ENSMUSG00000040325,Dcaf1,protein_coding,Dcaf1,UP,0.7389040126863261,5.013776824352469
ENSMUSG00000026754.17,NA,345.8746354342084,-0.5745318865419453,0.10045854501639266,-5.719094243781792,1.0709338643814421e-8,1.659748431452131e-7,DOWN,ENSMUSG00000026754,Golga1,protein_coding,Golga1,DOWN,0.5745318865419453,3.895301907079219
ENSMUSG00000120343.2,4930434J08Rik,89.45758071971134,-1.1610383842644474,0.20303777133303577,-5.718336921458996,1.0757168734706617e-8,1.6656132388112124e-7,DOWN,ENSMUSG00000120343,4930434J08Rik,lncRNA,4930434J08Rik,DOWN,1.1610383842644474,7.870012580384149
ENSMUSG00000026701.16,NA,9386.990781908447,0.5268733912620329,0.09214371857579597,5.7179523401656,1.0781537095061229e-8,1.6678377791951856e-7,UP,ENSMUSG00000026701,Prdx6,protein_coding,Prdx6,UP,0.5268733912620329,3.5710668091176876
ENSMUSG00000074129.15,NA,6755.6650039865435,0.6419167846035414,0.11231883809244342,5.71513020883652,1.09620054268694e-8,1.694183526399204e-7,UP,ENSMUSG00000074129,Rpl13a,protein_coding,Rpl13a,UP,0.6419167846035414,4.34644393346426
ENSMUSG00000035356.18,NA,3313.4424997376827,0.4720228640313095,0.08261041222863308,5.713842254229844,1.1045339342009808e-8,1.7054822117347738e-7,NO,ENSMUSG00000035356,Nfkbiz,protein_coding,Nfkbiz,NS,0.4720228640313095,3.1947228716642906
ENSMUSG00000029475.18,NA,864.3736389310409,-0.4097834468564354,0.07172341298994765,-5.7133846504748504,1.1075095431085163e-8,1.7084948326436282e-7,NO,ENSMUSG00000029475,Kdm2b,protein_coding,Kdm2b,NS,0.4097834468564354,2.773162896676497
ENSMUSG00000042178.7,Armc5,697.1246359100986,-0.6142108628831002,0.10751831459431982,-5.712616173352377,1.1125241690517664e-8,1.714644458697528e-7,DOWN,ENSMUSG00000042178,Armc5,protein_coding,Armc5,DOWN,0.6142108628831002,4.155643776269528
ENSMUSG00000033166.12,NA,336.27126630506507,-0.731055767849729,0.12798418822622332,-5.712078796464479,1.1160438744299982e-8,1.7184808541084625e-7,DOWN,ENSMUSG00000033166,Dis3,protein_coding,Dis3,DOWN,0.731055767849729,4.94548648723212
ENSMUSG00000034453.9,Polr3b,601.6041764682344,-0.5397774162426568,0.09452433171593357,-5.7104600100724,1.1267121077070538e-8,1.7333072977973094e-7,DOWN,ENSMUSG00000034453,Polr3b,protein_coding,Polr3b,DOWN,0.5397774162426568,3.649502278125104
ENSMUSG00000030871.12,NA,104.68713067543072,-1.0621554187644189,0.1860823972869218,-5.707984388908498,1.143219028546755e-8,1.755462294663507e-7,DOWN,ENSMUSG00000030871,Ears2,protein_coding,Ears2,DOWN,1.0621554187644189,7.175506169219334
ENSMUSG00000037957.15,NA,919.728324842022,0.32576881206810027,0.05707124251640829,5.708107931493518,1.1423897303122922e-8,1.755462294663507e-7,NO,ENSMUSG00000037957,Wdr20,protein_coding,Wdr20,NS,0.32576881206810027,2.200766553969223
ENSMUSG00000030208.16,NA,8200.418815485396,0.5073801976042358,0.08890259843503563,5.707146996102673,1.1488555957609618e-8,1.7609756243466705e-7,UP,ENSMUSG00000030208,Emp1,protein_coding,Emp1,UP,0.5073801976042358,3.4269710027615945
ENSMUSG00000058818.14,NA,50972.623205537064,0.18720330415255657,0.03280161254393573,5.7071372299703045,1.1489214915382448e-8,1.7609756243466705e-7,NO,ENSMUSG00000058818,Pirb,protein_coding,Pirb,NS,0.18720330415255657,1.2644172909806417
ENSMUSG00000041769.14,NA,1180.1366645555736,0.3135591073377741,0.05494625584611704,5.7066510267038115,1.1522067354768858e-8,1.764389304023191e-7,NO,ENSMUSG00000041769,Ppp2r2d,protein_coding,Ppp2r2d,NS,0.3135591073377741,2.1175918262961138
ENSMUSG00000031984.9,2810004N23Rik,428.7938340142644,-0.56680447175932,0.09934072766247416,-5.705660559334012,1.1589275231284213e-8,1.7730527867605094e-7,DOWN,ENSMUSG00000031984,2810004N23Rik,protein_coding,2810004N23Rik,DOWN,0.56680447175932,3.8266547501035264
ENSMUSG00000041609.17,NA,73.26307660882856,-0.9057682782421044,0.1587870629029127,-5.704295184274042,1.168254722012382e-8,1.7856843028669557e-7,DOWN,ENSMUSG00000041609,Bicdl1,protein_coding,Bicdl1,DOWN,0.9057682782421044,6.112301255371098
ENSMUSG00000036555.15,NA,315.5837919767319,-0.5808222705174444,0.10195828191895284,-5.696665926355477,1.2217298728241909e-8,1.8657112966315205e-7,DOWN,ENSMUSG00000036555,Iqce,protein_coding,Iqce,DOWN,0.5808222705174444,3.908443410364499
ENSMUSG00000079484.13,NA,65.14952556086139,-0.927512227809602,0.1628971171984834,-5.693852928529524,1.2420408307486688e-8,1.8949929454313635e-7,DOWN,ENSMUSG00000079484,Phyhd1,protein_coding,Phyhd1,DOWN,0.927512227809602,6.235101153415029
ENSMUSG00000025757.14,NA,1312.5187902448324,0.5258151701778307,0.09235072688336876,5.693676573243342,1.243325056830001e-8,1.895218340740137e-7,UP,ENSMUSG00000025757,Hspa4l,protein_coding,Hspa4l,UP,0.5258151701778307,3.534708745157025
ENSMUSG00000121092.1,Gm56862,234.73058316979044,-1.4313043006617,0.2516055112407397,-5.6886842168262675,1.2802195709200196e-8,1.9496750287362785e-7,DOWN,ENSMUSG00000121092,Gm56862,lncRNA,Gm56862,DOWN,1.4313043006617,9.604105918780451
ENSMUSG00000141178.1,ENSMUSG00000141178,114.00888784694682,0.9728359498966408,0.1710483503358858,5.687490981271045,1.289194091858439e-8,1.961551156553954e-7,UP,ENSMUSG00000141178,ENSMUSG00000141178,lncRNA,ENSMUSG00000141178,UP,0.9728359498966408,6.525200201668349
ENSMUSG00000097431.5,Gm26782,373.99209611618386,-0.5277501367219567,0.0928701364285405,-5.682667830772891,1.3260967346044271e-8,2.0158604508900113e-7,DOWN,ENSMUSG00000097431,Gm26782,lncRNA,Gm26782,DOWN,0.5277501367219567,3.53357190527345
ENSMUSG00000027679.14,NA,787.2111134686343,-0.49373280071736736,0.08692786613921426,-5.67979892577437,1.3485317783977116e-8,2.0462343891319598e-7,NO,ENSMUSG00000027679,Dnajc19,protein_coding,Dnajc19,NS,0.49373280071736736,3.302600734766295
ENSMUSG00000002985.17,NA,28772.98539985455,0.5408002373593241,0.09521350779301134,5.679868853639891,1.3479805787345956e-8,2.0462343891319598e-7,UP,ENSMUSG00000002985,Apoe,protein_coding,Apoe,UP,0.5408002373593241,3.617436918652477
ENSMUSG00000035671.7,Zswim4,1922.9703371161856,0.6048037608052322,0.10650474680366798,5.678655449227387,1.3575762490633864e-8,2.0580855935800938e-7,UP,ENSMUSG00000035671,Zswim4,protein_coding,Zswim4,UP,0.6048037608052322,4.044042462697814
ENSMUSG00000068335.7,Dok1,3330.2388305253244,0.4268855244541985,0.07517824265997483,5.678312093366793,1.3603035506734065e-8,2.060347139966369e-7,NO,ENSMUSG00000068335,Dok1,protein_coding,Dok1,NS,0.4268855244541985,2.854182059244608
ENSMUSG00000075419.5,Dolk,656.7283057314035,-0.36099292560530954,0.06359760721016028,-5.6762029491518,1.3771737882405789e-8,2.084006360499083e-7,NO,ENSMUSG00000075419,Dolk,protein_coding,Dolk,NS,0.36099292560530954,2.4118301817716894
ENSMUSG00000015468.15,NA,62.06165158520832,1.0231513120089486,0.18028450637247684,5.67520377982491,1.3852365434102441e-8,2.0943068538448987e-7,UP,ENSMUSG00000015468,Notch4,protein_coding,Notch4,UP,1.0231513120089486,6.833586365581806
ENSMUSG00000007589.10,NA,640.3071155814225,0.4378922314214388,0.0771654200637011,5.674721022187825,1.3891485484093908e-8,2.0983189486662139e-7,NO,ENSMUSG00000007589,Tinf2,protein_coding,Tinf2,NS,0.4378922314214388,2.924300589488154
ENSMUSG00000028261.14,NA,287.4914017826369,-0.641184355513941,0.11299925776102486,-5.674235107543292,1.3930969733291266e-8,2.1016454890372794e-7,DOWN,ENSMUSG00000028261,Ndufaf4,protein_coding,Ndufaf4,DOWN,0.641184355513941,4.281470409147717
ENSMUSG00000030982.20,NA,3554.198194536344,-0.3400529226616948,0.05993144327936729,-5.674031928057462,1.3947511912340225e-8,2.1016454890372794e-7,NO,ENSMUSG00000030982,Vps35l,protein_coding,Vps35l,NS,0.3400529226616948,2.270683171540026
ENSMUSG00000021039.10,NA,4809.970463650067,0.24586753559769128,0.04333242432422435,5.673985230044991,1.3951316600889112e-8,2.1016454890372794e-7,NO,ENSMUSG00000021039,Snw1,protein_coding,Snw1,NS,0.24586753559769128,1.6417658496795626
ENSMUSG00000020400.18,NA,10684.151860283166,0.41033717079828047,0.07232272151551959,5.67369648430925,1.3974864362583564e-8,2.1032927627296349e-7,NO,ENSMUSG00000020400,Tnip1,protein_coding,Tnip1,NS,0.41033717079828047,2.7398624349705507
ENSMUSG00000038482.12,NA,1178.8623556689029,-0.4589354963077868,0.08090710882380733,-5.672375431276598,1.4083092072556644e-8,2.11767036430978e-7,NO,ENSMUSG00000038482,Tfdp1,protein_coding,Tfdp1,NS,0.4589354963077868,3.0630005064713086
ENSMUSG00000051238.7,Swsap1,127.84386519428372,-0.7161069260102711,0.12627281775678398,-5.671109101165191,1.4187600680523013e-8,2.1314633238594753e-7,DOWN,ENSMUSG00000051238,Swsap1,protein_coding,Swsap1,DOWN,0.7161069260102711,4.7773799871407965
ENSMUSG00000135122.1,ENSMUSG00000135122,1569.8161688032428,0.8195738311271632,0.1445888889409628,5.668304370620096,1.442176074773019e-8,2.1646920092632642e-7,UP,ENSMUSG00000135122,ENSMUSG00000135122,lncRNA,ENSMUSG00000135122,UP,0.8195738311271632,5.4621349397977905
ENSMUSG00000028013.17,NA,436.30567426295215,-0.4957777121701942,0.08746879797096425,-5.668052193134863,1.4442997428601062e-8,2.164758357725768e-7,NO,ENSMUSG00000028013,Ppa2,protein_coding,Ppa2,NS,0.4957777121701942,3.30415546780067
ENSMUSG00000028385.15,NA,1504.5944921898274,0.4830480831124361,0.08522386384949665,5.667990880646854,1.4448165340302112e-8,2.164758357725768e-7,NO,ENSMUSG00000028385,Snx30,protein_coding,Snx30,NS,0.4830480831124361,3.219317701959702
ENSMUSG00000048497.12,NA,660.8233734674936,-0.359164590271334,0.06345637328867634,-5.660023913396674,1.513519034273143e-8,2.265659193495416e-7,NO,ENSMUSG00000048497,Mmgt2,protein_coding,Mmgt2,NS,0.359164590271334,2.3865788151355516
ENSMUSG00000032557.14,NA,2003.4552941719355,-0.36935610949750586,0.06533140816145283,-5.653576432712424,1.5714318352678013e-8,2.35024190896196e-7,NO,ENSMUSG00000032557,Uba5,protein_coding,Uba5,NS,0.36935610949750586,2.4484200728313117
ENSMUSG00000033917.16,NA,4696.717843042425,0.38713115621975513,0.06848741784630394,5.652587999280914,1.5804983452177176e-8,2.361683728033213e-7,NO,ENSMUSG00000033917,Gde1,protein_coding,Gde1,NS,0.38713115621975513,2.5654323308424463
ENSMUSG00000134402.1,Gm12250,1673.3314900282455,-0.6902326570341186,0.12212997439378594,-5.651623694021164,1.5893924881664315e-8,2.3728477289761338e-7,DOWN,ENSMUSG00000134402,Gm12250,lncRNA,Gm12250,DOWN,0.6902326570341186,4.572605080144194
ENSMUSG00000006024.14,NA,6288.710358210768,0.3313803364803527,0.05864082760811866,5.65101738834385,1.5950095399551262e-8,2.379103675160258e-7,NO,ENSMUSG00000006024,Napa,protein_coding,Napa,NS,0.3313803364803527,2.194926366860212
ENSMUSG00000028792.15,NA,3654.012093229244,0.3794000493569833,0.06714812967329797,5.650195339809367,1.6026561183567433e-8,2.388372960653891e-7,NO,ENSMUSG00000028792,Ak2,protein_coding,Ak2,NS,0.3794000493569833,2.5123483727260583
