gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,regulation,gene_id_clean,gene_name_gtf,gene_type,gene_symbol,regulation_strict,abs_log2FC,rank_score
ENSMUSG00000026525.10,NA,166.02380620974816,0.1402596740354384,0.11252362012524904,1.246490949005343,0.2125842100167581,0.33088055686386575,NO,ENSMUSG00000026525,Opn3,protein_coding,Opn3,NS,0.1402596740354384,0.06737075418741516
ENSMUSG00000081669.2,Npm3-ps1,15.770014042663872,-0.5022792409059497,0.40299505930086593,-1.2463657539060813,0.21263014790115137,0.33092117091923473,NO,ENSMUSG00000081669,Npm3-ps1,transcribed_processed_pseudogene,Npm3-ps1,NS,0.5022792409059497,0.24123238727161214
ENSMUSG00000041225.17,NA,1758.9734302076354,-0.1153372029371446,0.09258406635546663,-1.2457565051670958,0.2128538021012203,0.33123833555803933,NO,ENSMUSG00000041225,Arhgap12,protein_coding,Arhgap12,NS,0.1153372029371446,0.055345641727326284
ENSMUSG00000122035.1,ENSMUSG00000122035,8.327709771409632,-0.6362435957449063,0.5107969795660736,-1.2455899725276385,0.2129149655067606,0.3313026000551217,NO,ENSMUSG00000122035,ENSMUSG00000122035,lncRNA,ENSMUSG00000122035,NS,0.6362435957449063,0.3052538702572232
ENSMUSG00000121318.2,3110053B16Rik,48.46223001635286,0.22454141939437863,0.18031753103490175,1.245255622709902,0.2130378024094268,0.3314628095707783,NO,ENSMUSG00000121318,3110053B16Rik,lncRNA,3110053B16Rik,NS,0.22454141939437863,0.1076822490749814
ENSMUSG00000074553.5,Eif1-ps1,499.13587188214774,0.11833486779120156,0.09503420423110552,1.24518186634607,0.213064906673662,0.33147405389401874,NO,ENSMUSG00000074553,Eif1-ps1,processed_pseudogene,Eif1-ps1,NS,0.11833486779120156,0.05674754031832175
ENSMUSG00000000374.9,Trappc10,2501.637323598041,0.11095523239053394,0.089166544043110793,1.2443594577007335,0.2133672971255293,0.33191353049116845,NO,ENSMUSG00000000374,Trappc10,protein_coding,Trappc10,NS,0.11095523239053394,0.05314478722405411
ENSMUSG00000074283.6,Zfp109,50.44904385591217,-0.3123663624948854,0.25114727660069097,-1.2437577134930635,0.2135887478771006,0.3322270272920931,NO,ENSMUSG00000074283,Zfp109,protein_coding,Zfp109,NS,0.3123663624948854,0.149487620692169
ENSMUSG00000111877.2,Gm6477,349.40838727278407,-0.15793295548379954,0.12700268411930987,-1.2435402966399742,0.21366880126151655,0.33231341276306037,NO,ENSMUSG00000111877,Gm6477,processed_pseudogene,Gm6477,NS,0.15793295548379954,0.07556335886413297
ENSMUSG00000056459.15,NA,179.98754032820338,0.14917346619087216,0.11996270919036552,1.2434986438506723,0.21368414038488223,0.33231341276306037,NO,ENSMUSG00000056459,Zbtb25,protein_coding,Zbtb25,NS,0.14917346619087216,0.07137236255889445
ENSMUSG00000066487.4,Gm5786,3573.3637374825503,0.11303925893114412,0.09093089383244396,1.243133704804867,0.21381856740326996,0.332491461210083,NO,ENSMUSG00000066487,Gm5786,processed_pseudogene,Gm5786,NS,0.11303925893114412,0.05405757827464894
ENSMUSG00000135400.1,ENSMUSG00000135400,8.291412424181306,-0.5736402161939331,0.4614867026426864,-1.2430265333952286,0.21385805608404948,0.33249886205019796,NO,ENSMUSG00000135400,ENSMUSG00000135400,lncRNA,ENSMUSG00000135400,NS,0.5736402161939331,0.27432039410790493
ENSMUSG00000030058.18,NA,4056.374817027651,-0.08808297966006039,0.07086250157478838,-1.243012562393066,0.21386320426663608,0.33249886205019796,NO,ENSMUSG00000030058,Copg1,protein_coding,Copg1,NS,0.08808297966006039,0.04212214731886486
ENSMUSG00000032519.12,NA,504.40162818403223,0.11791802912759712,0.09487114927695324,1.2429282245054722,0.213894283881999,0.3325161814129034,NO,ENSMUSG00000032519,Slc25a38,protein_coding,Slc25a38,NS,0.11791802912759712,0.0563868940107039
ENSMUSG00000070604.6,Vsig10l,82.98208453145661,0.2542239515983926,0.2045544551015187,1.2428179648897075,0.21393492090758265,0.3325483539387442,NO,ENSMUSG00000070604,Vsig10l,protein_coding,Vsig10l,NS,0.2542239515983926,0.12155596154951173
ENSMUSG00000028034.16,NA,1784.046743916275,0.10589331954290113,0.08522040823018945,1.2425816977650697,0.2140220177178961,0.33265273254391237,NO,ENSMUSG00000028034,Fubp1,protein_coding,Fubp1,NS,0.10589331954290113,0.05061794969324186
ENSMUSG00000117278.2,Gm36684,293.2346776847027,-0.12676768002091765,0.10211068393558503,-1.2414732242993016,0.2144309835693855,0.33325732357903753,NO,ENSMUSG00000117278,Gm36684,lncRNA,Gm36684,NS,0.12676768002091765,0.06049611001898932
ENSMUSG00000044595.11,NA,7.059176896569701,0.7166821185903607,0.5773395859323729,1.241352812197967,0.21447544293074255,0.33329535796412857,NO,ENSMUSG00000044595,Dnd1,protein_coding,Dnd1,NS,0.7166821185903607,0.3419797333021248
ENSMUSG00000121018.2,C530020B09Rik,15.437374028901496,-0.43606237404437925,0.3514550945540108,-1.2407342525443636,0.21470393643161567,0.33361934811159366,NO,ENSMUSG00000121018,C530020B09Rik,lncRNA,C530020B09Rik,NS,0.43606237404437925,0.20789220072226725
ENSMUSG00000036781.14,NA,4184.080602143258,-0.12180631532084917,0.09820782171913976,-1.2402913860486358,0.21486763733205705,0.33381150737370807,NO,ENSMUSG00000036781,Rps27l,protein_coding,Rps27l,NS,0.12180631532084917,0.058040550428184304
ENSMUSG00000112639.3,A730063M14Rik,19.789701066843698,0.3250132549212095,0.26204105246251785,1.2403142632305644,0.21485917882158956,0.33381150737370807,NO,ENSMUSG00000112639,A730063M14Rik,lncRNA,A730063M14Rik,NS,0.3250132549212095,0.1548683921879862
ENSMUSG00000053134.14,NA,553.5921174012628,-0.09512181983432534,0.07669893509114596,-1.2401973993678836,0.21490239008008535,0.3338343974825807,NO,ENSMUSG00000053134,Supt7l,protein_coding,Supt7l,NS,0.09512181983432534,0.04532259045160373
ENSMUSG00000121776.1,ENSMUSG00000121776,360.1369454472973,0.1499539414593981,0.12092946933877537,1.240011572690464,0.21497111373607053,0.33387895060656725,NO,ENSMUSG00000121776,ENSMUSG00000121776,lncRNA,ENSMUSG00000121776,NS,0.1499539414593981,0.07143970123219884
ENSMUSG00000018398.19,NA,3135.7393794621316,-0.06707526649604101,0.0540921379249121,-1.240018772952761,0.2149684505923136,0.33387895060656725,NO,ENSMUSG00000018398,Septin8,protein_coding,Septin8,NS,0.06707526649604101,0.031955392115149805
ENSMUSG00000022463.9,Srebf2,5695.1990102751615,-0.11632191604229382,0.09388760317328552,-1.2389486163322538,0.2153645277557185,0.3344588251866606,NO,ENSMUSG00000022463,Srebf2,protein_coding,Srebf2,NS,0.11632191604229382,0.0553293731757397
ENSMUSG00000056054.10,NA,408.7434799284047,-0.19163388330100348,0.1547080030320693,-1.23868112537966,0.21546361128757577,0.3344866300984306,NO,ENSMUSG00000056054,S100a8,protein_coding,S100a8,NS,0.19163388330100348,0.09114514460971329
ENSMUSG00000029708.10,NA,694.2270875259441,0.101902401988717,0.0822693866326541,1.2386430257919323,0.21547772674177865,0.3344866300984306,NO,ENSMUSG00000029708,Gcc1,protein_coding,Gcc1,NS,0.101902401988717,0.04846694647809243
ENSMUSG00000009569.15,NA,871.1958748228737,0.16808234747626713,0.1357044195203353,1.238591551184374,0.21549679854327483,0.3344866300984306,NO,ENSMUSG00000009569,Mrtfb,protein_coding,Mrtfb,NS,0.16808234747626713,0.07994353400959456
ENSMUSG00000003929.12,NA,220.40686960486025,-0.18305238791060913,0.1477677926924757,-1.2387840717873166,0.2154254741723447,0.3344866300984306,NO,ENSMUSG00000003929,Zfp81,protein_coding,Zfp81,NS,0.18305238791060913,0.08706360315758646
ENSMUSG00000031079.13,NA,6.254825799939819,-1.1311748935663597,0.9132870598570356,-1.2385754088571364,0.2155027796700371,0.3344866300984306,NO,ENSMUSG00000031079,Zfp300,protein_coding,Zfp300,NS,1.1311748935663597,0.5380108020408884
ENSMUSG00000051579.11,NA,1036.2402738623334,-0.09923362944369409,0.0801063433794051,-1.2387736758086312,0.2154293252043465,0.3344866300984306,NO,ENSMUSG00000051579,Tceal8,protein_coding,Tceal8,NS,0.09923362944369409,0.04719762157919407
ENSMUSG00000052557.12,NA,81.13372062393938,0.23878644048311395,0.19281613578249543,1.2384152369513042,0.2155621337560905,0.3345164845074042,NO,ENSMUSG00000052557,Gan,protein_coding,Gan,NS,0.23878644048311395,0.11356264658595248
ENSMUSG00000120523.2,Gm57372,7.235428486652716,-0.6073478706255814,0.4904020265323125,-1.2384693328455552,0.21554208639974373,0.3345164845074042,NO,ENSMUSG00000120523,Gm57372,lncRNA,Gm57372,NS,0.6073478706255814,0.2888440040692391
ENSMUSG00000035529.11,NA,726.1873255588081,-0.1035477393716897,0.08362568635764535,-1.2382288729905655,0.2156312085185618,0.3345925405467141,NO,ENSMUSG00000035529,Prdm4,protein_coding,Prdm4,NS,0.1035477393716897,0.049235266953279185
ENSMUSG00000108006.2,Gm44418,12.638294758277238,-0.5037332788537877,0.4069145726197299,-1.2379337402706805,0.21574063042826605,0.3347311828267366,NO,ENSMUSG00000108006,Gm44418,lncRNA,Gm44418,NS,0.5037332788537877,0.23942635564514153
ENSMUSG00000073125.11,NA,26.91028259708029,-0.32093452060258876,0.2593045717099339,-1.2376739773088,0.21583697191011525,0.3348495063329688,NO,ENSMUSG00000073125,Xlr3b,protein_coding,Xlr3b,NS,0.32093452060258876,0.15249214562105537
ENSMUSG00000000791.10,NA,154.53491472538954,0.18368545626575172,0.14842474515091278,1.2375662567517778,0.21587693264361743,0.33488034686185714,NO,ENSMUSG00000000791,Il12rb1,protein_coding,Il12rb1,NS,0.18368545626575172,0.08727085942743572
ENSMUSG00000129597.1,ENSMUSG00000129597,9.901834421677464,0.503432629170895,0.4068657859453086,1.2373432383881182,0.2159596819505375,0.33497755150285213,NO,ENSMUSG00000129597,ENSMUSG00000129597,lncRNA,ENSMUSG00000129597,NS,0.503432629170895,0.2391225930519965
ENSMUSG00000073733.5,Cplane2,8.877710633433507,0.4687788993926809,0.3789402610211578,1.2370786311526476,0.2160578921227412,0.3350823840944,NO,ENSMUSG00000073733,Cplane2,protein_coding,Cplane2,NS,0.4687788993926809,0.2225989118469376
ENSMUSG00000075289.6,Carns1,27.026436641298787,-0.3532022528096137,0.28551912457210465,-1.2370528711130748,0.2160674547953396,0.3350823840944,NO,ENSMUSG00000075289,Carns1,protein_coding,Carns1,NS,0.3532022528096137,0.16771752576569685
ENSMUSG00000048970.10,NA,1064.2656246394035,-0.10127371130781684,0.08188385972992428,-1.2367969907848222,0.216162459543769,0.3351985470849816,NO,ENSMUSG00000048970,C1galt1c1,protein_coding,C1galt1c1,NS,0.10127371130781684,0.0480744152962901
ENSMUSG00000023118.16,NA,4413.920112178504,-0.114845367389879,0.09287797107799836,-1.2365189081642682,0.21626574178768532,0.3353275230173352,NO,ENSMUSG00000023118,Sympk,protein_coding,Sympk,NS,0.114845367389879,0.0544976639580853
ENSMUSG00000008036.12,NA,11612.026369463683,0.12957803959005085,0.10480107236847644,1.236419023790707,0.21630284836159608,0.3353538768387855,NO,ENSMUSG00000008036,Ap2s1,protein_coding,Ap2s1,NS,0.12957803959005085,0.061484348116774876
ENSMUSG00000068566.14,NA,17684.019496814944,0.09402166231808427,0.07605367067370765,1.2362541016785966,0.21636412617939155,0.33538651869934316,NO,ENSMUSG00000068566,Myadm,protein_coding,Myadm,NS,0.09402166231808427,0.04460899123310015
ENSMUSG00000124214.1,ENSMUSG00000124214,140.33484180074856,0.20492649516970335,0.16575962780004608,1.2362871339027366,0.21635185185415928,0.33538651869934316,NO,ENSMUSG00000124214,ENSMUSG00000124214,lncRNA,ENSMUSG00000124214,NS,0.20492649516970335,0.09722827698502555
ENSMUSG00000121500.2,ENSMUSG00000121500,229.44737302087395,-0.14225088555947266,0.11508369644177704,-1.2360646204255352,0.21643454452050265,0.33546449153489194,NO,ENSMUSG00000121500,ENSMUSG00000121500,lncRNA,ENSMUSG00000121500,NS,0.14225088555947266,0.06747719727076305
ENSMUSG00000037709.14,NA,93.39720428154216,0.16780113661717666,0.13576190380743822,1.2359957536775723,0.21646014207409991,0.3354729859877036,NO,ENSMUSG00000037709,Fam13a,protein_coding,Fam13a,NS,0.16780113661717666,0.07959520153675345
ENSMUSG00000031754.11,NA,1412.1337787501234,-0.07673706276329505,0.06208911016615323,-1.235918223951724,0.21648896223664427,0.33548647284251276,NO,ENSMUSG00000031754,Nudt21,protein_coding,Nudt21,NS,0.07673706276329505,0.036398306246923195
ENSMUSG00000085371.2,Gm3160,71.92207310845033,-0.22242279898932757,0.17998736666979498,-1.235768949258448,0.21654445996837723,0.33554129478095696,NO,ENSMUSG00000085371,Gm3160,processed_pseudogene,Gm3160,NS,0.22242279898932757,0.10548490743987522
ENSMUSG00000021327.20,NA,691.0914777789276,0.10164611660703632,0.08230719832726856,1.2349602303661542,0.2168453055778908,0.3359762441528298,NO,ENSMUSG00000021327,Zkscan3,protein_coding,Zkscan3,NS,0.10164611660703632,0.048148894243342
ENSMUSG00000120362.2,2810449D17Rik,39.34938194176745,-0.24853706247983012,0.20126497259109324,-1.2348748979027702,0.21687706701592319,0.33599423723128347,NO,ENSMUSG00000120362,2810449D17Rik,lncRNA,2810449D17Rik,NS,0.24853706247983012,0.11772409588533839
ENSMUSG00000021180.10,NA,291.01767138488464,0.12782911692193416,0.10354161012857642,1.2345675981201942,0.21699147422929185,0.3361402530652736,NO,ENSMUSG00000021180,Rps6ka5,protein_coding,Rps6ka5,NS,0.12782911692193416,0.060524463464342135
ENSMUSG00000027641.14,NA,1117.79937271698,-0.17604402063491306,0.1426092921652849,-1.2344498592060686,0.2170353197396842,0.3361769451958921,NO,ENSMUSG00000027641,Rbl1,protein_coding,Rbl1,NS,0.17604402063491306,0.08334488571973372
ENSMUSG00000050533.4,Gm9845,241.03597253909103,0.23936841918997895,0.19394157462373335,1.2342295335818447,0.21711738526091023,0.33626465555736235,NO,ENSMUSG00000050533,Gm9845,transcribed_processed_pseudogene,Gm9845,NS,0.23936841918997895,0.11329756779359423
ENSMUSG00000103257.2,Gm7977,73.60641157723478,0.2046723294331079,0.16584268036954392,1.234135440750479,0.2171524391758956,0.33626465555736235,NO,ENSMUSG00000103257,Gm7977,processed_pseudogene,Gm7977,NS,0.2046723294331079,0.09687525696953421
ENSMUSG00000055818.4,A230083G16Rik,74.06233879802987,-0.2179096841273736,0.17656101730191442,-1.2341891061646642,0.21713244583772331,0.33626465555736235,NO,ENSMUSG00000055818,A230083G16Rik,lncRNA,A230083G16Rik,NS,0.2179096841273736,0.1031407455246101
ENSMUSG00000038696.15,NA,1566.0444562010273,0.07545529288765707,0.06118100420468571,1.233312428727316,0.2174592226178985,0.33670844905998837,NO,ENSMUSG00000038696,Mapkap1,protein_coding,Mapkap1,NS,0.07545529288765707,0.035671186810855036
ENSMUSG00000049504.13,NA,521.2897628935901,0.13616473929660883,0.1104426462874702,1.232900006236602,0.21761307313549683,0.33691538460751513,NO,ENSMUSG00000049504,Proser1,protein_coding,Proser1,NS,0.13616473929660883,0.06433500128026765
ENSMUSG00000082815.3,Cbr1b,7.325068727353651,-0.5467732698148975,0.4436043087123308,-1.2325697904108273,0.21773631360003845,0.33707489468940227,NO,ENSMUSG00000082815,Cbr1b,protein_coding,Cbr1b,NS,0.5467732698148975,0.2582265764140907
ENSMUSG00000031898.10,NA,6.0885142357616235,-1.1503503332604996,0.9333859217688902,-1.2324487721867854,0.2177814915994473,0.3370981237769039,NO,ENSMUSG00000031898,Dpep3,protein_coding,Dpep3,NS,1.1503503332604996,0.5432456570350973
ENSMUSG00000049751.7,Rpl36al,4007.402734060373,0.14418470662428048,0.11699303350443732,1.2324213015539245,0.21779174775559865,0.3370981237769039,NO,ENSMUSG00000049751,Rpl36al,protein_coding,Rpl36al,NS,0.14418470662428048,0.06809031424584505
ENSMUSG00000133435.1,ENSMUSG00000133435,111.17284521888212,-0.2488206196580565,0.2019487209243506,-1.232098022305692,0.2179124700967771,0.33725367529780564,NO,ENSMUSG00000133435,ENSMUSG00000133435,lncRNA,ENSMUSG00000133435,NS,0.2488206196580565,0.11745410860315547
ENSMUSG00000052516.22,NA,5.6015824191482695,1.0305217023004034,0.8372268972827868,1.2308750538772146,0.2183695990174923,0.33792979150108593,NO,ENSMUSG00000052516,Robo2,protein_coding,Robo2,NS,1.0305217023004034,0.4855545375343395
ENSMUSG00000097175.2,Gm27018,6.964047429627409,0.5898632234325105,0.47935488849940894,1.2305355334521384,0.21849662923576585,0.3380636286078707,NO,ENSMUSG00000097175,Gm27018,processed_pseudogene,Gm27018,NS,0.5898632234325105,0.27782649331622405
ENSMUSG00000010358.14,NA,6021.5288329070545,0.1067997557628092,0.08679047961817404,1.2305469013728687,0.21849237511450623,0.3380636286078707,NO,ENSMUSG00000010358,Ifi35,protein_coding,Ifi35,NS,0.1067997557628092,0.05030285064721514
ENSMUSG00000021200.15,NA,18.284816243367416,0.4407876958234555,0.3582364150330839,1.2304379938112875,0.218533133120209,0.33808873994921657,NO,ENSMUSG00000021200,Asb2,protein_coding,Asb2,NS,0.4407876958234555,0.2075974695434874
ENSMUSG00000027552.16,NA,351.6889501766567,-0.11568731111563749,0.09402665961816392,-1.230367127636311,0.2185596572971833,0.33809840863523455,NO,ENSMUSG00000027552,E2f5,protein_coding,E2f5,NS,0.11568731111563749,0.054483734331691805
ENSMUSG00000087008.5,Gm5530,114.01391586677516,-0.18672669305405667,0.15180412968667423,-1.2300501537044024,0.2186783243310408,0.3382506016644501,NO,ENSMUSG00000087008,Gm5530,processed_pseudogene,Gm5530,NS,0.18672669305405667,0.08790372358983704
ENSMUSG00000105437.3,Gm42450,12.800928195991371,0.4699481408635358,0.38218582820662234,1.2296325666200951,0.21883472903016377,0.3384297450901429,NO,ENSMUSG00000105437,Gm42450,lncRNA,Gm42450,NS,0.4699481408635358,0.2211253910349728
ENSMUSG00000014850.16,NA,206.2393803658635,0.12858453301178444,0.1045677284531124,1.2296770228631393,0.21881807439454337,0.3384297450901429,NO,ENSMUSG00000014850,Msh3,protein_coding,Msh3,NS,0.12858453301178444,0.06050306974517153
ENSMUSG00000096971.5,4930556M19Rik,19.942530699184864,-0.3270868053394019,0.26601944560312774,-1.2295597586778677,0.21886200702512132,0.3384405442461909,NO,ENSMUSG00000096971,4930556M19Rik,lncRNA,4930556M19Rik,NS,0.3270868053394019,0.15390010362220208
ENSMUSG00000036591.17,NA,818.3124381936678,-0.18437397428095204,0.1500064670249674,-1.2291068374423113,0.2190317519231663,0.3386716268030339,NO,ENSMUSG00000036591,Arhgap21,protein_coding,Arhgap21,NS,0.18437397428095204,0.08669654887422447
ENSMUSG00000077450.14,NA,2720.0518008198273,-0.08846103464613722,0.07197512436397606,-1.2290501117968538,0.21905301810510025,0.33867310679776114,NO,ENSMUSG00000077450,Rab11b,protein_coding,Rab11b,NS,0.08846103464613722,0.04159608474896478
ENSMUSG00000090799.3,Klhl33,5.979114174917383,-1.133685453263626,0.9226157339503628,-1.2287731625923244,0.21915686637132537,0.33880225304609457,NO,ENSMUSG00000090799,Klhl33,protein_coding,Klhl33,NS,1.133685453263626,0.532893053573427
ENSMUSG00000046269.18,NA,62.18843368741813,-0.22252480255827708,0.1811329943463983,-1.228516115251323,0.21925328361853197,0.3389198885449239,NO,ENSMUSG00000046269,Usp27x,protein_coding,Usp27x,NS,0.22252480255827708,0.10456506007648125
ENSMUSG00000109875.2,Gm6314,65.1068974897142,-0.32430407731805927,0.2641410844164788,-1.2277684027628195,0.21953392018808232,0.3393222405279878,NO,ENSMUSG00000109875,Gm6314,processed_pseudogene,Gm6314,NS,0.32430407731805927,0.15222433653268297
ENSMUSG00000036323.15,NA,4571.809513398732,-0.08748966433330481,0.07128777477281062,-1.2272744465952057,0.21971945657379544,0.33954607152484595,NO,ENSMUSG00000036323,Srp72,protein_coding,Srp72,NS,0.08748966433330481,0.04104151438835461
ENSMUSG00000096160.3,Gm3436,374.7734856762638,0.13037808441155066,0.10623072224628911,1.227310533663486,0.2197058979904907,0.33954607152484595,NO,ENSMUSG00000096160,Gm3436,processed_pseudogene,Gm3436,NS,0.13037808441155066,0.061160527567206906
ENSMUSG00000026429.10,NA,96.56006365573566,-0.1972850378375491,0.16076855588510683,-1.2271369656298885,0.21977111623340853,0.3395944342390957,NO,ENSMUSG00000026429,Ube2t,protein_coding,Ube2t,NS,0.1972850378375491,0.09253446292017727
ENSMUSG00000105006.2,Gm9484,6.356367002937249,-0.9436165369210858,0.7692089987493147,-1.2267362166268814,0.21992175086631124,0.3397327575216865,NO,ENSMUSG00000105006,Gm9484,lncRNA,Gm9484,NS,0.9436165369210858,0.4424264800793233
ENSMUSG00000120863.2,Gm56582,213.6164050604519,-0.146311684849199,0.119267409319646,-1.2267532738727662,0.21991533783280817,0.3397327575216865,NO,ENSMUSG00000120863,Gm56582,lncRNA,Gm56582,NS,0.146311684849199,0.06860007342974309
ENSMUSG00000132256.1,ENSMUSG00000132256,6.7484727393860915,-0.7117097633491566,0.580144593635334,-1.2267799634042984,0.21990530360639757,0.3397327575216865,NO,ENSMUSG00000132256,ENSMUSG00000132256,lncRNA,ENSMUSG00000132256,NS,0.7117097633491566,0.3336940728742111
ENSMUSG00000082724.4,Gm14416,17.1125772525766,-0.38826326498904934,0.3166796046040514,-1.2260444289568313,0.22018195621419304,0.3401032143227013,NO,ENSMUSG00000082724,Gm14416,unprocessed_pseudogene,Gm14416,NS,0.38826326498904934,0.18185834474067777
ENSMUSG00000080888.4,Gm14387,15.557440929336693,-0.45523386232585206,0.3714730970245735,-1.225482722631022,0.22039339587021617,0.3403982837391613,NO,ENSMUSG00000080888,Gm14387,unprocessed_pseudogene,Gm14387,NS,0.45523386232585206,0.21305520093235103
ENSMUSG00000035133.10,NA,764.6628693813191,-0.2773664820773603,0.22635188656644636,-1.225377381583866,0.22043306496422277,0.34040287298980976,NO,ENSMUSG00000035133,Arhgap5,protein_coding,Arhgap5,NS,0.2773664820773603,0.1298093950278483
ENSMUSG00000022108.9,Itm2b,83478.37512642962,0.06690869616775728,0.05460301099367572,1.2253664211943704,0.22043719269710696,0.34040287298980976,NO,ENSMUSG00000022108,Itm2b,protein_coding,Itm2b,NS,0.06690869616775728,0.03131372365755515
ENSMUSG00000004891.17,NA,832.0546694923888,-0.19863075952655068,0.16210732396715766,-1.2253040434298486,0.22046068550449585,0.34040762884009007,NO,ENSMUSG00000004891,Nes,protein_coding,Nes,NS,0.19863075952655068,0.09295933758861855
ENSMUSG00000040907.16,NA,3768.689530702796,0.11871528089134352,0.09691604217947554,1.2249291058697869,0.2206019328878817,0.3405941887638474,NO,ENSMUSG00000040907,Atp1a3,protein_coding,Atp1a3,NS,0.11871528089134352,0.05553058818774903
ENSMUSG00000020514.9,Mrpl22,797.7883145942217,0.12039104661855936,0.09830055251155688,1.224724007572647,0.22067922546806185,0.34068198147615253,NO,ENSMUSG00000020514,Mrpl22,protein_coding,Mrpl22,NS,0.12039104661855936,0.056300973534704604
ENSMUSG00000094238.2,Rps12-ps11,7.183572244820038,0.6099362196524142,0.4980599730028368,1.224624046728887,0.22071690337719552,0.3407086069349359,NO,ENSMUSG00000094238,Rps12-ps11,processed_pseudogene,Rps12-ps11,NS,0.6099362196524142,0.28521648130684024
ENSMUSG00000022544.15,NA,685.5233926905498,-0.11351532274571571,0.09270517101570214,-1.2244767093573323,0.2207724471736797,0.3407628035050243,NO,ENSMUSG00000022544,Eef2kmt,protein_coding,Eef2kmt,NS,0.11351532274571571,0.05307384139227225
ENSMUSG00000062729.13,NA,437.66152805180104,0.09613996950718766,0.0785238759442146,1.224340601519568,0.2208237665232804,0.34081047020288974,NO,ENSMUSG00000062729,Ppox,protein_coding,Ppox,NS,0.09613996950718766,0.044944192801905404
ENSMUSG00000045942.14,NA,5.536312595839363,0.6284531945306787,0.5133396412415688,1.2242444261867154,0.22086003451122377,0.34083490056534954,NO,ENSMUSG00000045942,Msantd5l,protein_coding,Msantd5l,NS,0.6284531945306787,0.29377417945927947
ENSMUSG00000026094.15,NA,3607.0627006250593,0.09396360270291056,0.07676915151599585,1.2239760482872086,0.22096126315645795,0.3409006017707359,NO,ENSMUSG00000026094,Stk17b,protein_coding,Stk17b,NS,0.09396360270291056,0.04391597873491792
ENSMUSG00000019055.16,NA,13383.485044308569,-0.06559113919046568,0.05358616634279774,-1.2240311943733864,0.22094046005693307,0.3409006017707359,NO,ENSMUSG00000019055,Plod1,protein_coding,Plod1,NS,0.06559113919046568,0.030655477131873613
ENSMUSG00000024019.19,NA,480.9104709952963,-0.1765822667139003,0.14427021615608646,-1.223968961984886,0.220963936467971,0.3409006017707359,NO,ENSMUSG00000024019,Cmtr1,protein_coding,Cmtr1,NS,0.1765822667139003,0.08252964814993244
ENSMUSG00000030177.15,NA,167.64473589646326,-0.14273491073983496,0.11667819384945465,-1.2233212225070975,0.2212083944826886,0.3412146134856456,NO,ENSMUSG00000030177,Ccdc77,protein_coding,Ccdc77,NS,0.14273491073983496,0.06665326057912897
ENSMUSG00000115387.2,Gm49244,10.760621180021506,0.49100028076985475,0.4013530149026841,1.2233626322426092,0.22119276057817405,0.3412146134856456,NO,ENSMUSG00000115387,Gm49244,processed_pseudogene,Gm49244,NS,0.49100028076985475,0.22928356832218982
ENSMUSG00000097115.5,1810019N24Rik,18.13712010485231,0.3213355892528506,0.2627892691291388,1.222788092975521,0.2214097438859394,0.34149360793950473,NO,ENSMUSG00000097115,1810019N24Rik,lncRNA,1810019N24Rik,NS,0.3213355892528506,0.14994078393558613
ENSMUSG00000069020.10,NA,1530.1678109364557,-0.10441885868268838,0.08540470255870011,-1.222635938705126,0.22146723274962132,0.34155068651925324,NO,ENSMUSG00000069020,Urm1,protein_coding,Urm1,NS,0.10441885868268838,0.04871607944491637
ENSMUSG00000089671.3,Gm16537,10.723759409194802,-0.4029308745277665,0.32975637855850304,-1.221904717322341,0.22174366134529455,0.34194537604902275,NO,ENSMUSG00000089671,Gm16537,lncRNA,Gm16537,NS,0.4029308745277665,0.18778322018576793
ENSMUSG00000035547.15,NA,1152.6004384634225,-0.13709819405149323,0.11224103015986411,-1.2214623641303473,0.2219110070824034,0.3421717941845732,NO,ENSMUSG00000035547,Capn5,protein_coding,Capn5,NS,0.13709819405149323,0.06385427808494767
ENSMUSG00000079480.4,Pin4,851.8738490435873,0.1456078440797772,0.11931244593643492,1.2203910743507131,0.2223166593249116,0.3427655890257235,NO,ENSMUSG00000079480,Pin4,protein_coding,Pin4,NS,0.1456078440797772,0.06770805291549613
ENSMUSG00000093990.2,Rps12-ps12,7.153054689089083,0.6100479698350751,0.4999869035446048,1.2201278983713453,0.2224163941558313,0.342887657293394,NO,ENSMUSG00000093990,Rps12-ps12,processed_pseudogene,Rps12-ps12,NS,0.6100479698350751,0.2835796687390161
ENSMUSG00000028044.7,Cks1b,808.7043790466525,0.1254694175858148,0.10285649231377722,1.2198492750759369,0.22252201790536616,0.3430187807903389,NO,ENSMUSG00000028044,Cks1b,protein_coding,Cks1b,NS,0.1254694175858148,0.05830339257941647
ENSMUSG00000036026.16,NA,970.1979999907963,0.10713640961251691,0.08788026417919241,1.2191179739066351,0.22279941883919036,0.34341465094392626,NO,ENSMUSG00000036026,Tmem63b,protein_coding,Tmem63b,NS,0.10713640961251691,0.049730705106769996
ENSMUSG00000033855.16,NA,25.494374511262738,-0.4077802007267857,0.3345206952102163,-1.218998425405437,0.22284479012153233,0.34345283919285335,NO,ENSMUSG00000033855,Ston1,protein_coding,Ston1,NS,0.4077802007267857,0.1892642026920485
