gene_symbol,gene_id,gene_id_clean,gene_type,baseMean,log2FoldChange,padj,regulation,abs_log2FC,rank_score
Maff,ENSMUSG00000042622.15,ENSMUSG00000042622,protein_coding,463.7942707073842,0.7903652250649417,1.925143483632244e-14,UP,0.7903652250649417,10.840283405989913
Stom,ENSMUSG00000026880.12,ENSMUSG00000026880,protein_coding,22363.291400347,0.6683882808969743,2.0888442976790326e-14,UP,0.6683882808969743,9.143614465114567
Sp140l1,ENSMUSG00000089844.8,ENSMUSG00000089844,protein_coding,943.338761929495,0.8479311841090532,2.1334795730265993e-14,UP,0.8479311841090532,11.591992185314513
Niban2,ENSMUSG00000026796.17,ENSMUSG00000026796,protein_coding,16259.440707096592,0.8046666918897845,2.8043412826448383e-14,UP,0.8046666918897845,10.9049791055754
Tnfrsf12a,ENSMUSG00000023905.16,ENSMUSG00000023905,protein_coding,372.1655446191661,1.10502460484474,2.968399855307434e-14,UP,1.10502460484474,14.948195587555038
Arhgap22,ENSMUSG00000063506.15,ENSMUSG00000063506,protein_coding,1484.979437457343,0.6440489825743241,3.2803229321636384e-14,UP,0.6440489825743241,8.684410194692314
Dusp10,ENSMUSG00000039384.9,ENSMUSG00000039384,protein_coding,112.91373292736198,0.9374772886728462,3.7659726904024916e-14,UP,0.9374772886728462,12.584810276919194
Smox,ENSMUSG00000027333.19,ENSMUSG00000027333,protein_coding,3017.0904477452505,0.578885968821112,3.835801036235878e-14,UP,0.578885968821112,7.766417475521833
Ormdl3,ENSMUSG00000038150.8,ENSMUSG00000038150,protein_coding,1221.0034598119223,0.6345622619804258,4.065402756206946e-14,UP,0.6345622619804258,8.49735752395363
Ppfia3,ENSMUSG00000003863.19,ENSMUSG00000003863,protein_coding,252.8699365201708,1.0400667929695837,4.8806651332811605e-14,UP,1.0400667929695837,13.844870944209308
Stap1,ENSMUSG00000029254.17,ENSMUSG00000029254,protein_coding,4335.269417046842,0.67897100781104,4.885697613783798e-14,UP,0.67897100781104,9.037832932267488
Mok,ENSMUSG00000056458.17,ENSMUSG00000056458,protein_coding,79.99490007671079,1.2154180125510845,4.9560019354671366e-14,UP,1.2154180125510845,16.17097686925669
Adamtsl5,ENSMUSG00000043822.19,ENSMUSG00000043822,protein_coding,648.2736985380068,0.8172321046990696,7.18293333771721e-14,UP,0.8172321046990696,10.741452114162543
Sp140l2,ENSMUSG00000052477.16,ENSMUSG00000052477,protein_coding,2649.306342731888,0.7160976468635564,8.027754814773397e-14,UP,0.7160976468635564,9.377589349918884
Hspb1,ENSMUSG00000004951.11,ENSMUSG00000004951,protein_coding,61.62747017148753,1.857719461078279,8.384432589184422e-14,UP,1.857719461078279,24.29251743288806
Ier3,ENSMUSG00000003541.7,ENSMUSG00000003541,protein_coding,5268.603501544744,0.9495203874141076,1.20593801333477e-13,UP,0.9495203874141076,12.266545305006957
Gprc5b,ENSMUSG00000008734.10,ENSMUSG00000008734,protein_coding,423.2714370360114,1.145503554212523,1.2081949709505465e-13,UP,1.145503554212523,14.797457952217801
Stard10,ENSMUSG00000030688.16,ENSMUSG00000030688,protein_coding,97.63940836406468,1.3462755334882175,1.3382997959042998e-13,UP,1.3462755334882175,17.33120617345559
Srgn,ENSMUSG00000020077.15,ENSMUSG00000020077,protein_coding,18383.97998869271,0.6005030761242229,1.3437845623226857e-13,UP,0.6005030761242229,7.729477641523129
Ccl4,ENSMUSG00000018930.4,ENSMUSG00000018930,protein_coding,31890.51737909951,0.6847779971891992,1.5765950378674042e-13,UP,0.6847779971891992,8.766719551480348
Mt2,ENSMUSG00000031762.8,ENSMUSG00000031762,protein_coding,5641.733013929182,1.0585194635981403,1.6374581782644517e-13,UP,1.0585194635981403,13.534049683934125
Mmp12,ENSMUSG00000049723.15,ENSMUSG00000049723,protein_coding,14344.50265075187,0.9429977628221026,1.7286119176602998e-13,UP,0.9429977628221026,12.034822703267869
Kif23,ENSMUSG00000032254.11,ENSMUSG00000032254,protein_coding,458.7812115479457,0.9934410792034142,1.782619411994201e-13,UP,0.9934410792034142,12.665322071821876
Ldha,ENSMUSG00000063229.16,ENSMUSG00000063229,protein_coding,107218.11069284612,0.6361452745341164,1.8535027575389947e-13,UP,0.6361452745341164,8.099405937946225
Ndrg2,ENSMUSG00000004558.16,ENSMUSG00000004558,protein_coding,15.258626298280252,3.3223367595707116,2.0933826514815805e-13,UP,3.3223367595707116,42.12441070756981
Pwwp2b,ENSMUSG00000060260.14,ENSMUSG00000060260,protein_coding,1319.285247958564,0.6239495743024642,2.0933826514815805e-13,UP,0.6239495743024642,7.911151105623174
Plk2,ENSMUSG00000021701.9,ENSMUSG00000021701,protein_coding,4291.883623880106,1.1712759904683068,2.8778549185713323e-13,UP,1.1712759904683068,14.688891500179324
Myl6b,ENSMUSG00000039824.5,ENSMUSG00000039824,protein_coding,153.08956881128162,0.9840364273152956,3.165473915280821e-13,UP,0.9840364273152956,12.300023606165881
Tmco6,ENSMUSG00000006850.9,ENSMUSG00000006850,protein_coding,611.7418267974879,0.7557252948924446,3.482834795013796e-13,UP,0.7557252948924446,9.414876452134795
Atf4,ENSMUSG00000042406.9,ENSMUSG00000042406,protein_coding,10554.2668866255,0.8447613965292878,4.318040858056945e-13,UP,0.8447613965292878,10.445232434960781
Fam162a,ENSMUSG00000003955.9,ENSMUSG00000003955,protein_coding,3356.5207916236145,0.9966045782763074,5.621535933062955e-13,UP,0.9966045782763074,12.20855060048307
Ptafr,ENSMUSG00000056529.8,ENSMUSG00000056529,protein_coding,7579.611823233145,0.8048132080500614,6.213929300591477e-13,UP,0.8048132080500614,9.824060021366423
Dusp16,ENSMUSG00000030203.18,ENSMUSG00000030203,protein_coding,2906.215622983474,0.6708527965106225,6.720885181059802e-13,UP,0.6708527965106225,8.166004989293134
Ass1,ENSMUSG00000076441.10,ENSMUSG00000076441,protein_coding,12680.792146383108,0.7006989870551619,7.171230695739719e-13,UP,0.7006989870551619,8.509573197131354
Vcan,ENSMUSG00000021614.17,ENSMUSG00000021614,protein_coding,1595.648366950257,1.2162737047790646,7.405750232321222e-13,UP,1.2162737047790646,14.753924178907393
Gm49339,ENSMUSG00000062593.18,ENSMUSG00000062593,protein_coding,6265.778766641041,0.5341057997100659,8.05177782043972e-13,UP,0.5341057997100659,6.459533341274789
Per1,ENSMUSG00000020893.18,ENSMUSG00000020893,protein_coding,1154.2907060245786,0.7663184787522183,8.629511762224873e-13,UP,0.7663184787522183,9.244876683676951
Arhgap10,ENSMUSG00000037148.9,ENSMUSG00000037148,protein_coding,3069.920935927749,0.5639090350912463,8.796817591088332e-13,UP,0.5639090350912463,6.798303725819131
H2-Ab1,ENSMUSG00000073421.7,ENSMUSG00000073421,protein_coding,2402.4751370129206,0.8546354229838552,1.0198345880804846e-12,UP,0.8546354229838552,10.24833526029353
Plpp3,ENSMUSG00000028517.9,ENSMUSG00000028517,protein_coding,460.70182864978943,0.9941296317855456,1.2147774448231068e-12,UP,0.9941296317855456,11.845554888652714
Nectin2,ENSMUSG00000062300.15,ENSMUSG00000062300,protein_coding,2132.259093974686,0.6841559684992741,1.3743964050106924e-12,UP,0.6841559684992741,8.115381465678961
